"H.伝票番号","H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.伝票金額","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.価格","D.オーダー日時","D.数量","D.オーダーステータス"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","フード","鰻料理","00000000357:うなぎ白焼き","6000","2026/06/04 19:54:45","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","フード","鰻料理","00000000358:う巻","4500","2026/06/04 19:54:45","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","フード","鰻料理","00000000359:肝焼き","600","2026/06/04 19:54:45","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","フード","鰻料理","00000000359:肝焼き","600","2026/06/04 19:54:45","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","フード","鰻料理","00000000359:肝焼き","600","2026/06/04 19:54:45","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","フード","鰻料理","00000000359:肝焼き","600","2026/06/04 19:54:45","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","700","2026/06/04 20:07:19","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ハイボール","00000003285:ｸﾞﾚﾝﾌﾃﾞｨｯｸ12年","900","2026/06/04 20:07:19","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ハイボール","00000003285:ｸﾞﾚﾝﾌﾃﾞｨｯｸ12年","900","2026/06/04 20:07:19","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ハイボール","00000003285:ｸﾞﾚﾝﾌﾃﾞｨｯｸ12年","900","2026/06/04 20:19:02","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ハイボール","00000003285:ｸﾞﾚﾝﾌﾃﾞｨｯｸ12年","900","2026/06/04 20:19:02","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ソフトドリンク","00000000434:ウーロン茶","500","2026/06/04 20:23:43","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ハイボール","00000003285:ｸﾞﾚﾝﾌﾃﾞｨｯｸ12年","900","2026/06/04 20:29:46","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ハイボール","00000003285:ｸﾞﾚﾝﾌﾃﾞｨｯｸ12年","900","2026/06/04 20:29:46","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","日本酒","00000003216:播州一献","1200","2026/06/04 20:40:15","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","日本酒","00000003216:播州一献","1200","2026/06/04 20:40:15","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ハイボール","00000003285:ｸﾞﾚﾝﾌﾃﾞｨｯｸ12年","900","2026/06/04 20:53:42","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ハイボール","00000003285:ｸﾞﾚﾝﾌﾃﾞｨｯｸ12年","900","2026/06/04 20:53:42","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","フード","一品料理","00000000387:マグロ山かけ","1100","2026/06/04 20:53:42","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","フード","一品料理","00000000394:おしんこ盛","700","2026/06/04 20:53:42","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","プレミアムジン","00000002389:六ジン","1000","2026/06/04 21:00:18","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ハイボール","00000003285:ｸﾞﾚﾝﾌﾃﾞｨｯｸ12年","900","2026/06/04 21:04:48","1","20:配膳済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","テイクアウト","出前館","00000002596:TOうな重梅","0","2026/06/04 21:04:48","0","30:キャンセル済"
"No:202600200000810","2026/06/04","木","2026/06/04 19:34:11","2026/06/04 21:38:18","4","52340","52340","41","ドリンク","ソフトドリンク","00000000434:ウーロン茶","500","2026/06/04 21:04:58","1","20:配膳済"
"No:202600200000811","2026/06/04","木","2026/06/04 19:53:56","2026/06/04 22:03:25","0","8000","8000","2","テイクアウト","出前館","00000002580:Uberうな重竹","7800","2026/06/04 19:53:56","1","20:配膳済"
"No:202600200000811","2026/06/04","木","2026/06/04 19:53:56","2026/06/04 22:03:25","0","8000","8000","2","テイクアウト","ウーバーイーツ","00000001205:大盛り","200","2026/06/04 19:53:56","1","20:配膳済"
"No:202600200000812","2026/06/04","木","2026/06/04 21:36:52","2026/06/04 21:37:31","0","4200","4200","1","テイクアウト","出前館","00000002596:TOうな重梅","4200","2026/06/04 21:36:52","1","20:配膳済"
"No:202600200000813","2026/06/05","金","2026/06/05 12:25:46","2026/06/05 15:07:21","0","9730","9730","3","テイクアウト","出前館","00000002579:Uberうな重松","9400","2026/06/05 12:25:46","1","20:配膳済"
"No:202600200000813","2026/06/05","金","2026/06/05 12:25:46","2026/06/05 15:07:21","0","9730","9730","3","ウーバーイーツ","鰻料理","00000002226:Uber鰻のタレ","300","2026/06/05 12:25:46","1","20:配膳済"
"No:202600200000813","2026/06/05","金","2026/06/05 12:25:46","2026/06/05 15:07:21","0","9730","9730","3","ウーバーイーツ","鰻料理","00000003299:Uber山椒小袋","30","2026/06/05 12:25:46","1","20:配膳済"
"No:202600200000814","2026/06/05","金","2026/06/05 12:26:33","2026/06/05 15:07:34","0","9400","9400","1","テイクアウト","出前館","00000002579:Uberうな重松","9400","2026/06/05 12:26:33","1","20:配膳済"
"No:202600200000815","2026/06/05","金","2026/06/05 12:26:46","2026/06/05 13:27:47","2","11600","11600","2","コース","コース","00000003220:ランチ松セット1ドリンク","5800","2026/06/05 12:26:46","1","20:配膳済"
"No:202600200000815","2026/06/05","金","2026/06/05 12:26:46","2026/06/05 13:27:47","2","11600","11600","2","コース","コース","00000003220:ランチ松セット1ドリンク","5800","2026/06/05 12:26:46","1","20:配膳済"
"No:202600200000816","2026/06/05","金","2026/06/05 12:57:07","2026/06/05 13:37:11","2","11000","11000","2","フード","ランチ","00000001984:ランチうな重","5500","2026/06/05 12:57:07","1","20:配膳済"
"No:202600200000816","2026/06/05","金","2026/06/05 12:57:07","2026/06/05 13:37:11","2","11000","11000","2","フード","ランチ","00000001984:ランチうな重","5500","2026/06/05 12:57:07","1","20:配膳済"
"No:202600200000817","2026/06/05","金","2026/06/05 17:09:46","2026/06/05 18:04:00","1","6290","6290","4","フード","お通し","00000000443:お通し","700","2026/06/05 17:09:46","1","20:配膳済"
"No:202600200000817","2026/06/05","金","2026/06/05 17:09:46","2026/06/05 18:04:00","1","6290","6290","4","フード","鰻料理","00000002578:うな重梅","4200","2026/06/05 17:09:46","1","20:配膳済"
"No:202600200000817","2026/06/05","金","2026/06/05 17:09:46","2026/06/05 18:04:00","1","6290","6290","4","ドリンク","ビール","00000000404:オールフリー","600","2026/06/05 17:09:46","1","20:配膳済"
"No:202600200000817","2026/06/05","金","2026/06/05 17:09:46","2026/06/05 18:04:00","1","6290","6290","4","ドリンク","ビール","00000000404:オールフリー","600","2026/06/05 17:47:48","1","20:配膳済"
"No:202600200000818","2026/06/05","金","2026/06/05 17:09:56","2026/06/05 20:36:43","0","5700","5700","1","テイクアウト","出前館","00000002581:Uberうな重梅","5700","2026/06/05 17:09:56","1","20:配膳済"
"No:202600200000819","2026/06/05","金","2026/06/05 17:16:49","2026/06/05 20:36:52","0","7830","7830","2","テイクアウト","出前館","00000002580:Uberうな重竹","7800","2026/06/05 17:16:49","1","20:配膳済"
"No:202600200000819","2026/06/05","金","2026/06/05 17:16:49","2026/06/05 20:36:52","0","7830","7830","2","ウーバーイーツ","鰻料理","00000003299:Uber山椒小袋","30","2026/06/05 17:16:49","1","20:配膳済"
"No:202600200000820","2026/06/05","金","2026/06/05 18:14:35","2026/06/05 20:37:01","0","13560","13560","8","テイクアウト","出前館","00000002581:Uberうな重梅","5700","2026/06/05 18:14:35","1","20:配膳済"
"No:202600200000820","2026/06/05","金","2026/06/05 18:14:35","2026/06/05 20:37:01","0","13560","13560","8","テイクアウト","出前館","00000002581:Uberうな重梅","5700","2026/06/05 18:14:35","1","20:配膳済"
"No:202600200000820","2026/06/05","金","2026/06/05 18:14:35","2026/06/05 20:37:01","0","13560","13560","8","ウーバーイーツ","鰻料理","00000002226:Uber鰻のタレ","300","2026/06/05 18:14:35","1","20:配膳済"
"No:202600200000820","2026/06/05","金","2026/06/05 18:14:35","2026/06/05 20:37:01","0","13560","13560","8","ウーバーイーツ","鰻料理","00000002226:Uber鰻のタレ","300","2026/06/05 18:14:35","1","20:配膳済"
"No:202600200000820","2026/06/05","金","2026/06/05 18:14:35","2026/06/05 20:37:01","0","13560","13560","8","ウーバーイーツ","鰻料理","00000003299:Uber山椒小袋","30","2026/06/05 18:14:35","1","20:配膳済"
"No:202600200000820","2026/06/05","金","2026/06/05 18:14:35","2026/06/05 20:37:01","0","13560","13560","8","ウーバーイーツ","鰻料理","00000003299:Uber山椒小袋","30","2026/06/05 18:14:35","1","20:配膳済"
"No:202600200000820","2026/06/05","金","2026/06/05 18:14:35","2026/06/05 20:37:01","0","13560","13560","8","テイクアウト","出前館","00000000520:Uber肝焼き","750","2026/06/05 18:14:52","1","20:配膳済"
"No:202600200000820","2026/06/05","金","2026/06/05 18:14:35","2026/06/05 20:37:01","0","13560","13560","8","テイクアウト","出前館","00000000520:Uber肝焼き","750","2026/06/05 18:14:52","1","20:配膳済"
"No:202600200000821","2026/06/05","金","2026/06/05 18:55:54","2026/06/05 20:37:15","0","8000","8000","2","テイクアウト","出前館","00000002580:Uberうな重竹","7800","2026/06/05 18:55:54","1","20:配膳済"
"No:202600200000821","2026/06/05","金","2026/06/05 18:55:54","2026/06/05 20:37:15","0","8000","8000","2","テイクアウト","ウーバーイーツ","00000001205:大盛り","200","2026/06/05 18:55:54","1","20:配膳済"
"No:202600200000822","2026/06/05","金","2026/06/05 20:27:01","2026/06/05 20:47:32","0","16800","16800","4","テイクアウト","出前館","00000002596:TOうな重梅","4200","2026/06/05 20:27:01","1","20:配膳済"
"No:202600200000822","2026/06/05","金","2026/06/05 20:27:01","2026/06/05 20:47:32","0","16800","16800","4","テイクアウト","出前館","00000002596:TOうな重梅","4200","2026/06/05 20:27:01","1","20:配膳済"
"No:202600200000822","2026/06/05","金","2026/06/05 20:27:01","2026/06/05 20:47:32","0","16800","16800","4","テイクアウト","出前館","00000002596:TOうな重梅","4200","2026/06/05 20:27:01","1","20:配膳済"
"No:202600200000822","2026/06/05","金","2026/06/05 20:27:01","2026/06/05 20:47:32","0","16800","16800","4","テイクアウト","出前館","00000002596:TOうな重梅","4200","2026/06/05 20:27:01","1","20:配膳済"
"No:202600200000823","2026/06/06","土","2026/06/06 11:06:07","2026/06/06 12:18:42","2","12200","12200","4","コース","コース","00000003220:ランチ松セット1ドリンク","5800","2026/06/06 11:06:07","1","20:配膳済"
"No:202600200000823","2026/06/06","土","2026/06/06 11:06:07","2026/06/06 12:18:42","2","12200","12200","4","コース","コース","00000003220:ランチ松セット1ドリンク","5800","2026/06/06 11:06:07","1","20:配膳済"
"No:202600200000823","2026/06/06","土","2026/06/06 11:06:07","2026/06/06 12:18:42","2","12200","12200","4","ランチ","ランチ","00000003803:肝吸い変更","300","2026/06/06 11:37:57","1","20:配膳済"
"No:202600200000823","2026/06/06","土","2026/06/06 11:06:07","2026/06/06 12:18:42","2","12200","12200","4","ランチ","ランチ","00000003803:肝吸い変更","300","2026/06/06 11:37:57","1","20:配膳済"
"No:202600200000824","2026/06/06","土","2026/06/06 12:53:15","2026/06/06 13:31:04","2","11000","11000","2","フード","ランチ","00000001984:ランチうな重","5500","2026/06/06 12:53:15","1","20:配膳済"
"No:202600200000824","2026/06/06","土","2026/06/06 12:53:15","2026/06/06 13:31:04","2","11000","11000","2","フード","ランチ","00000001984:ランチうな重","5500","2026/06/06 12:53:15","1","20:配膳済"
"No:202600200000825","2026/06/06","土","2026/06/06 16:10:15","2026/06/06 18:59:09","0","6500","6500","2","テイクアウト","出前館","00000000515:Uberうな重ハーフ肝焼き入り","6300","2026/06/06 16:10:15","1","20:配膳済"
"No:202600200000825","2026/06/06","土","2026/06/06 16:10:15","2026/06/06 18:59:09","0","6500","6500","2","テイクアウト","ウーバーイーツ","00000001205:大盛り","200","2026/06/06 16:10:15","1","20:配膳済"
"No:202600200000826","2026/06/06","土","2026/06/06 17:02:16","2026/06/06 17:02:47","0","6000","6000","1","テイクアウト","TO鰻料理","00000000440:TOうなぎ白焼き","6000","2026/06/06 17:02:16","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","フード","お通し","00000000443:お通し","700","2026/06/06 18:02:35","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","フード","お通し","00000000443:お通し","700","2026/06/06 18:02:35","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","ドリンク","ハイボール","00000003286:ﾒｰｶｰｽﾞﾏｰｸ","900","2026/06/06 18:03:18","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","700","2026/06/06 18:03:18","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","フード","鰻料理","00000002578:うな重梅","4200","2026/06/06 18:06:26","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","フード","鰻料理","00000002578:うな重梅","4200","2026/06/06 18:06:26","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","フード","鰻料理","00000000359:肝焼き","600","2026/06/06 18:06:26","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","フード","鰻料理","00000000359:肝焼き","600","2026/06/06 18:06:26","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","フード","サラダ","00000000379:大和芋のサラダ ﾊｰﾌ","1000","2026/06/06 18:06:26","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","フード","揚げ物","00000000371:メヒカリのから揚げ","1200","2026/06/06 18:06:26","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","フード","お刺身","00000000469:あじ","1200","2026/06/06 18:06:26","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","フード","揚げ物","00000003538:蟹味噌クリームコロッケ","1000","2026/06/06 18:06:26","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","ドリンク","ハイボール","00000003286:ﾒｰｶｰｽﾞﾏｰｸ","900","2026/06/06 18:18:51","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","ドリンク","ソフトドリンク","00000001187:ジンジャーエール","500","2026/06/06 18:28:15","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","ドリンク","ハイボール","00000003286:ﾒｰｶｰｽﾞﾏｰｸ","900","2026/06/06 18:31:01","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","ドリンク","ハイボール","00000003286:ﾒｰｶｰｽﾞﾏｰｸ","900","2026/06/06 18:53:05","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","ドリンク","ソフトドリンク","00000000434:ウーロン茶","500","2026/06/06 18:53:05","1","20:配膳済"
"No:202600200000827","2026/06/06","土","2026/06/06 18:02:35","2026/06/06 19:30:42","2","22470","22470","18","ドリンク","ハイボール","00000003286:ﾒｰｶｰｽﾞﾏｰｸ","900","2026/06/06 19:04:13","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","フード","お通し","00000000443:お通し","700","2026/06/06 18:02:42","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","フード","お通し","00000000443:お通し","700","2026/06/06 18:02:42","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","フード","お通し","00000000443:お通し","700","2026/06/06 18:02:42","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","700","2026/06/06 18:13:23","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","700","2026/06/06 18:22:44","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","700","2026/06/06 18:22:44","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","フード","一品料理","00000003526:旬菜3点盛り","1000","2026/06/06 18:33:13","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","ドリンク","サワー","00000003532:内臓美人ハイ","1000","2026/06/06 18:43:35","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","ドリンク","ビール","00000000400:ｻﾞ･ﾌﾟﾚﾐｱﾑ･ﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","700","2026/06/06 18:43:35","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","フード","サラダ","00000002354:チョレギサラダ","1000","2026/06/06 18:59:51","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","フード","揚げ物","00000000370:大和芋の磯辺揚","1000","2026/06/06 18:59:51","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","ドリンク","サワー","00000000415:生レモンサワー","800","2026/06/06 19:03:48","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","ドリンク","ビール","00000001177:ハートランド","900","2026/06/06 19:25:22","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","フード","鰻料理","00000002578:うな重梅","4200","2026/06/06 20:04:18","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","フード","鰻料理","00000002578:うな重梅","4200","2026/06/06 20:04:18","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","フード","鰻料理","00000002577:うな重竹","5800","2026/06/06 20:04:18","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","ドリンク","日本酒","00000000410:浦霞本醸酒","900","2026/06/06 20:04:18","1","20:配膳済"
"No:202600200000828","2026/06/06","土","2026/06/06 18:02:42","2026/06/06 20:44:11","3","27620","27620","18","フード","一品料理","00000000394:おしんこ盛","700","2026/06/06 20:21:07","1","20:配膳済"
"No:202600200000829","2026/06/06","土","2026/06/06 18:59:20","2026/06/06 21:23:50","0","11400","11400","2","テイクアウト","出前館","00000002581:Uberうな重梅","5700","2026/06/06 18:59:20","1","20:配膳済"
"No:202600200000829","2026/06/06","土","2026/06/06 18:59:20","2026/06/06 21:23:50","0","11400","11400","2","テイクアウト","出前館","00000002581:Uberうな重梅","5700","2026/06/06 18:59:20","1","20:配膳済"
"No:202600200000830","2026/06/06","土","2026/06/06 19:51:35","2026/06/06 20:59:26","2","14620","14620","7","フード","お通し","00000000443:お通し","700","2026/06/06 19:51:35","1","20:配膳済"
"No:202600200000830","2026/06/06","土","2026/06/06 19:51:35","2026/06/06 20:59:26","2","14620","14620","7","フード","お通し","00000000443:お通し","700","2026/06/06 19:51:35","1","20:配膳済"
"No:202600200000830","2026/06/06","土","2026/06/06 19:51:35","2026/06/06 20:59:26","2","14620","14620","7","フード","鰻料理","00000002577:うな重竹","5800","2026/06/06 19:57:08","1","20:配膳済"
"No:202600200000830","2026/06/06","土","2026/06/06 19:51:35","2026/06/06 20:59:26","2","14620","14620","7","フード","鰻料理","00000002578:うな重梅","4200","2026/06/06 19:57:08","1","20:配膳済"
"No:202600200000830","2026/06/06","土","2026/06/06 19:51:35","2026/06/06 20:59:26","2","14620","14620","7","フード","サラダ","00000000379:大和芋のサラダ ﾊｰﾌ","1000","2026/06/06 19:57:08","1","20:配膳済"
"No:202600200000830","2026/06/06","土","2026/06/06 19:51:35","2026/06/06 20:59:26","2","14620","14620","7","ドリンク","日本酒","00000003539:亀泉","1300","2026/06/06 19:57:08","1","20:配膳済"
"No:202600200000830","2026/06/06","土","2026/06/06 19:51:35","2026/06/06 20:59:26","2","14620","14620","7","ドリンク","ソフトドリンク","00000000435:緑茶","500","2026/06/06 19:57:08","1","20:配膳済"
"No:202600200000831","2026/06/06","土","2026/06/06 20:52:18","2026/06/06 21:24:03","0","10130","10130","4","テイクアウト","出前館","00000002580:Uberうな重竹","7800","2026/06/06 20:52:18","1","20:配膳済"
"No:202600200000831","2026/06/06","土","2026/06/06 20:52:18","2026/06/06 21:24:03","0","10130","10130","4","テイクアウト","ウーバーイーツ","00000001205:大盛り","200","2026/06/06 20:52:18","1","20:配膳済"
"No:202600200000831","2026/06/06","土","2026/06/06 20:52:18","2026/06/06 21:24:03","0","10130","10130","4","ウーバーイーツ","鰻料理","00000003299:Uber山椒小袋","30","2026/06/06 20:52:18","1","20:配膳済"
"No:202600200000831","2026/06/06","土","2026/06/06 20:52:18","2026/06/06 21:24:03","0","10130","10130","4","テイクアウト","ウーバーイーツ","00000001478:Uberとろろサラダ","2100","2026/06/06 20:52:18","1","20:配膳済"
"No:202600200000832","2026/06/07","日","2026/06/07 11:13:21","2026/06/07 11:28:58","0","6900","6900","1","テイクアウト","TO鰻料理","00000002594:TOうな重松","6900","2026/06/07 11:13:21","1","20:配膳済"
"No:202600200000833","2026/06/07","日","2026/06/07 11:33:22","2026/06/07 13:07:51","2","15070","15070","4","ランチ","ランチ","00000002307:ランチコース","7000","2026/06/07 11:33:22","1","20:配膳済"
"No:202600200000833","2026/06/07","日","2026/06/07 11:33:22","2026/06/07 13:07:51","2","15070","15070","4","ランチ","ランチ","00000002307:ランチコース","7000","2026/06/07 11:33:22","1","20:配膳済"
"No:202600200000833","2026/06/07","日","2026/06/07 11:33:22","2026/06/07 13:07:51","2","15070","15070","4","フード","ランチドリンク","00000002539:ウーロン茶","300","2026/06/07 12:28:17","1","20:配膳済"
"No:202600200000833","2026/06/07","日","2026/06/07 11:33:22","2026/06/07 13:07:51","2","15070","15070","4","ドリンク","ソフトドリンク","00000003531:内臓美人茶","700","2026/06/07 12:28:17","1","20:配膳済"
"No:202600200000834","2026/06/07","日","2026/06/07 11:34:09","2026/06/07 13:42:55","3","17700","17700","4","コース","コース","00000003220:ランチ松セット1ドリンク","5800","2026/06/07 11:34:09","1","20:配膳済"
"No:202600200000834","2026/06/07","日","2026/06/07 11:34:09","2026/06/07 13:42:55","3","17700","17700","4","コース","コース","00000003220:ランチ松セット1ドリンク","5800","2026/06/07 11:34:09","1","20:配膳済"
"No:202600200000834","2026/06/07","日","2026/06/07 11:34:09","2026/06/07 13:42:55","3","17700","17700","4","コース","コース","00000003220:ランチ松セット1ドリンク","5800","2026/06/07 11:34:09","1","20:配膳済"
"No:202600200000834","2026/06/07","日","2026/06/07 11:34:09","2026/06/07 13:42:55","3","17700","17700","4","フード","ランチドリンク","00000002539:ウーロン茶","300","2026/06/07 13:19:52","1","20:配膳済"
"No:202600200000835","2026/06/07","日","2026/06/07 12:00:07","2026/06/07 13:01:57","2","19430","19430","14","ドリンク","ハイボール","00000003285:ｸﾞﾚﾝﾌﾃﾞｨｯｸ12年","900","2026/06/07 12:00:07","1","20:配膳済"
"No:202600200000835","2026/06/07","日","2026/06/07 12:00:07","2026/06/07 13:01:57","2","19430","19430","14","ドリンク","サワー","00000003532:内臓美人ハイ","1000","2026/06/07 12:00:07","1","20:配膳済"
"No:202600200000835","2026/06/07","日","2026/06/07 12:00:07","2026/06/07 13:01:57","2","19430","19430","14","フード","サラダ","00000000379:大和芋のサラダ ﾊｰﾌ","1000","2026/06/07 12:00:07","1","20:配膳済"
"No:202600200000835","2026/06/07","日","2026/06/07 12:00:07","2026/06/07 13:01:57","2","19430","19430","14","フード","揚げ物","00000003610:太刀魚の春巻き","1000","2026/06/07 12:00:07","1","20:配膳済"
"No:202600200000835","2026/06/07","日","2026/06/07 12:00:07","2026/06/07 13:01:57","2","19430","19430","14","フード","お刺身","00000002060:馬刺 赤身","1400","2026/06/07 12:00:07","1","20:配膳済"
