取引No,来店日,来店時間,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ),QR決済(Airペイ QR),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券内訳,売掛内訳,金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),まとめ買い割引(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジID,レジ担当者名,リソース名,ID,カテゴリー名,メニュー名,種別１,種別２,価格,注文数量,個別割引/割増数量,個別割引/割増単価,単位,個別割引/割増合計額,まとめ買い割引名,まとめ買い割引セット価格,まとめ買い割引セット数,まとめ買い割引数,まとめ買い割引合計額
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"飲み放題ドリンク","フリードリンク","生ビール","",0,3,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"飲み放題ドリンク","フリードリンク","芋【ソーダ割り】","",0,4,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"飲み放題ドリンク","フリードリンク2","キティ【赤ワイン+ジンジャー】","",0,6,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"飲み放題ドリンク","フリードリンク2","ハイボール","",0,1,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"単品料理","いぶりがっこ","","",638,1,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"単品料理","たたききゅうり","","",495,1,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"単品料理","記憶に残るポテトサラダ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"単品料理","イカの一夜干し","","",858,1,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"コース","飲み放題","飲み放題2H","",2200,2,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"お通し","お通し","男性","",330,3,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"串焼き","紅生姜巻き","","",308,3,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"単品料理","ピリ辛メンマ","","",528,1,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"単品料理","シャカシャカポテト","バター醤油","",638,1,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"単品料理","シャカシャカポテト","チリガーリック","",638,1,0,0,-,0,"",0,0,0,0
HD0020260210184338138,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,35E66DD717004A8793B1BB743878B8B8,"単品料理","2倍シャカシャカポテト","バター醤油","",1078,1,0,0,-,0,"",0,0,0,0
HD0020260210215615852,2026/02/10,21:55:24,2026/02/10,23:36:49,17403,17403,1582,0,17403,1582,0,0,0,0,0,17403,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,5,33,01:41:24,"T1",0001,"近澤幹人","未設定",8C0135D2099F4DCD8887F1ADA6FAA490,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"串焼き","えのき肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"串焼き","椎茸肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"ビール","生ビール","生ジョッキ","",660,1,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"焼酎","富乃宝山（芋）","ロック","",715,6,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"焼酎","富乃宝山（芋）","ソーダ割り","",660,2,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"アルコール","緑茶ハイ","ノーマル","",495,2,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"アルコール","ジャスミンハイ","ノーマル","",550,3,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"単品料理","いぶりがっこ","","",638,1,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"単品料理","漬物盛り合わせ","","",628,1,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"単品料理","茄子の揚げ浸し","","",638,1,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"お通し","お通し","男性","",330,4,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"串焼き","レタス巻き","レタス巻き","",330,1,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"串焼き","紅生姜巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"アルコール","抹茶ハイ","ノーマル","",605,5,0,0,-,0,"",0,0,0,0
HD0020260210215615852,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,8C0135D2099F4DCD8887F1ADA6FAA490,"串焼き","万能ネギのしゃぶ串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260210232218749,2026/02/10,23:21:38,2026/02/10,23:38:59,1705,1705,155,0,1705,155,1705,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:17:20,"T16",0001,"近澤幹人","未設定",84F9F2F891634CD5A1F879F16ABE5E66,"ビール","生ビール","生ジョッキ","",660,1,0,0,-,0,"",0,0,0,0
HD0020260210232218749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84F9F2F891634CD5A1F879F16ABE5E66,"ビール","ミニジョッキビール","","",385,1,0,0,-,0,"",0,0,0,0
HD0020260210232218749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84F9F2F891634CD5A1F879F16ABE5E66,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260210232218749,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,84F9F2F891634CD5A1F879F16ABE5E66,"お通し","お通し","女性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260211173009876,2026/02/11,17:29:18,2026/02/11,18:37:34,4598,4598,418,0,4598,418,0,0,0,0,0,4598,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,10,01:08:15,"T16",0001,"菊地悠愛","未設定",145BBDAF1A0643B09AC5963F34C5F0E7,"串焼き","のりチーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260211173009876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145BBDAF1A0643B09AC5963F34C5F0E7,"串焼き","黒チーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260211173009876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145BBDAF1A0643B09AC5963F34C5F0E7,"ビール","生ビール","生ジョッキ","",660,2,0,0,-,0,"",0,0,0,0
HD0020260211173009876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145BBDAF1A0643B09AC5963F34C5F0E7,"アルコール","かめやハイボール","かめやハイボール","",550,1,0,0,-,0,"",0,0,0,0
HD0020260211173009876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145BBDAF1A0643B09AC5963F34C5F0E7,"単品料理","記憶に残るポテトサラダ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260211173009876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145BBDAF1A0643B09AC5963F34C5F0E7,"お通し","お通し","男性","",330,1,0,0,-,0,"",0,0,0,0
HD0020260211173009876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145BBDAF1A0643B09AC5963F34C5F0E7,"串焼き","豚串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260211173009876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145BBDAF1A0643B09AC5963F34C5F0E7,"串焼き","レタス巻き","レタス巻き","",330,1,0,0,-,0,"",0,0,0,0
HD0020260211173009876,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,145BBDAF1A0643B09AC5963F34C5F0E7,"串焼き","万能ネギのしゃぶ串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,2026/02/11,17:48:31,2026/02/11,20:07:15,9207,9207,837,0,9207,837,0,9207,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,23,02:18:44,"T2",0001,"菊地悠愛","未設定",E69D458C5E0F485ABFA76EA3DDFF9474,"串焼き","のりチーズ","","",330,3,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"串焼き","えのき肉巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"串焼き","うずら肉巻き串","","",275,2,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"サワー","こだわり酒場のレモンサワー","通常","",550,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"カクテル","カシスリキュール","カシスソーダ","",660,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"単品料理","たたききゅうり","","",495,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"単品料理","鶏唐揚げ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"お通し","お通し","女性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"カクテル","グリーンアップル","ソーダ割り","",660,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"カクテル","ライチ","ソーダ割り","",660,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"串焼き","紅生姜巻き","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"串焼き","豆苗しゃぶ串","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"串焼き","焼き鳥【皮】","タレ","",308,2,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"串焼き","万能ネギのしゃぶ串","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"串焼き","焼き鳥【砂肝】","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260211175639819,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,E69D458C5E0F485ABFA76EA3DDFF9474,"串焼き","焼き鳥【軟骨】","","",308,1,0,0,-,0,"",0,0,0,0
HD0020260211185040660,2026/02/11,18:45:08,2026/02/11,20:09:59,7537,7537,685,0,7537,685,0,0,0,7537,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,18,01:24:51,"T5",0001,"菊地悠愛","未設定",DAACA981949D49CD824DFC5A0BD86830,"串焼き","のりチーズ","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"串焼き","アスパラ肉巻き","","",330,1,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"サワー","グレープフルーツサワー","グレフルサワー","",550,2,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"サワー","男梅サワー","男梅サワー","",550,1,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"アルコール","赤ワイン","グラス","",550,1,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"お通し","お通し","女性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"串焼き","レタス巻き","レタス明太マヨ","",365,1,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"単品料理","シャカシャカポテト","バター醤油","",638,1,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"単品料理","タコのネギだく","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"串焼き","焼き鳥【せせり】塩","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"串焼き","焼き鳥【ぼんじり】","タレ","",308,2,0,0,-,0,"",0,0,0,0
HD0020260211185040660,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,DAACA981949D49CD824DFC5A0BD86830,"串焼き","焼き鳥【軟骨】","","",308,2,0,0,-,0,"",0,0,0,0
HD0020260211182659287,2026/02/11,18:25:15,2026/02/11,20:13:40,21153,21153,1923,0,21153,1923,21200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,47,0,0,0,0,0,4,49,01:48:25,"T6",0001,"菊地悠愛","未設定",1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"串焼き","椎茸肉巻き","","",308,4,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"串焼き","うずら肉巻き串","","",275,4,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"串焼き","つくね","","",308,4,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"ビール","生ビール","生ジョッキ","",660,3,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"ソフトドリンク","ウーロン茶","","",385,1,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"単品料理","冷奴","","",418,2,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"単品料理","イカの一夜干し","","",858,1,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"お通し","お通し","女性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"お通し","お通し","男性","",330,2,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"ソフトドリンク","グレフル【100%】","","",440,1,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"日本酒","獺祭【純米大吟醸】","","",1430,1,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"ソフトドリンク","お冷","","",0,1,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"日本酒","大那【ましだやコレクション】","","",1430,1,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"単品料理","わさびと食べる紅生姜のだし巻き","","",660,1,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"日本酒","壬生","","",1650,1,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"串焼き","焼き鳥【皮】","塩","",308,4,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"単品料理","炙り明太子","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"串焼き","焼き鳥【レバー】","タレ","",308,3,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"煮込み","煮込み【ホルモン】","","",308,4,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"煮込み","煮込み【牛すじ】","","",308,4,0,0,-,0,"",0,0,0,0
HD0020260211182659287,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1909CB2BE3BA4BEFBC20E1E75E0B4AD9,"串焼き","焼き鳥【軟骨】","","",308,4,0,0,-,0,"",0,0,0,0
HD0020260211190829488,2026/02/11,19:07:51,2026/02/11,21:20:21,26334,26334,2394,0,26334,2394,30000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3666,0,0,0,0,0,5,51,02:12:30,"T4",0001,"菊地悠愛","未設定",FCF9B798D35849D7805249CDB95952DB,"串焼き","うずら肉巻き串","","",275,4,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"串焼き","つくね","","",308,4,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"アルコール","角ハイボール","角ハイボール","",660,1,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"ソフトドリンク","ウーロン茶","","",385,3,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"単品料理","枝豆","","",418,1,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"単品料理","記憶に残るポテトサラダ","","",748,1,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"お通し","お通し","男性","",330,5,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"単品料理","ニラ玉","","",660,1,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"串焼き","豚串","","",330,4,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"単品料理","ししゃも","","",550,1,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"ボトル","アイスセット","","",550,1,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"ボトル","割ものピッチャー","炭酸水","",550,1,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"ボトル","富乃宝山","","",4675,1,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"串焼き","焼き鳥【皮】","塩","",308,4,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"串焼き","焼き鳥【もも】","塩","",308,4,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"単品料理","揚げ餃子","","",550,1,0,0,-,0,"",0,0,0,0
HD0020260211190829488,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FCF9B798D35849D7805249CDB95952DB,"単品料理","タコのネギだく","","",748,1,0,0,-,0,"",0,0,0,0
