"H.集計フラグ","H.店舗","H.伝票番号","H.伝票番号枝番","H.曜日","H.支払ステータス","H.伝票処理日","H.返還元年月(返品)","H.返還元年月日(赤伝)","H.テーブル番号","H.客数（合計）","H.客数（男）","H.客数（女）","H.客数（選択なし）","H.深夜料金","H.テーブルチャージ料金","H.サービス料金","H.小計","H.総商品数","H.伝票金額","H.伝票税額","H.税抜金額10%","H.税額10%","H.税抜金額8%","H.税額8%","H.非課税金額","H.不課税金額","H.お預かり金額","H.おつり","H.免税額（一般品）","H.免税額（消耗品）","H.値引金額","H.支払金額（現金）","H.支払金額（クレジットカード）","H.支払金額（ポイント）","H.支払金額（電子マネー）","H.支払金額（商品券：釣り無）","H.商品券差額","H.支払金額（商品券：釣り有）","H.商品券現金釣銭","H.支払金額（その他）","H.レジ担当者ID","H.スタイリスト（理美容のみ）","H.受付番号","H.テーブル合算後伝票番号","H.税集計区分","H.支払メモ","H.領収書発行回数","H.領収書発行最終日付","H.キッチンプリンタ印字成否","H.キッチンプリンタ印字日付","H.レシートプリンタ印字成否","H.レシートプリンタ印字日付","H.基幹転送成否","H.基幹転送日付","C.お客様","C.お客様代表","C.客層","H.元伝票番号","H.登録番号","H.事業者名","H.集計営業日","H.伝票発行日"
"*","001:麻布しき 旗の台店","No:202500100003446","0","月","10:会計済","2025/09/08 12:22:09","","","000000009:カウンター９","1","0","1","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","0","0","0","0","0","0","0","0","1200","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 12:22:13","1:成功","2025/09/08 12:28:31","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 11:55:40"
"*","001:麻布しき 旗の台店","No:202500100003447","0","月","10:会計済","2025/09/08 12:38:22","","","000000013:テーブル１","2","1","1","0","0","0","0","7700","2","7700","700","7000","700","0","0","0","0","0","0","0","0","0","0","7700","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 12:38:25","1:成功","2025/09/08 12:42:29","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 11:59:16"
"*","001:麻布しき 旗の台店","No:202500100003448","0","月","10:会計済","2025/09/08 12:37:35","","","000000016:テーブル４","4","4","0","0","0","0","0","4700","4","4700","427","4273","427","0","0","0","0","5000","300","0","0","0","4700","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 12:37:39","1:成功","2025/09/08 12:37:49","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:04:22"
"*","001:麻布しき 旗の台店","No:202500100003449","0","月","10:会計済","2025/09/08 12:46:56","","","000000007:カウンター７","2","0","2","0","0","0","0","2300","2","2300","209","2091","209","0","0","0","0","2300","0","0","0","0","2300","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 12:47:00","1:成功","2025/09/08 12:49:37","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:07:36"
"*","001:麻布しき 旗の台店","No:202500100003450","0","月","10:会計済","2025/09/08 12:49:54","","","000000005:カウンター５","1","1","0","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","0","0","0","0","0","0","0","0","1200","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 12:49:58","1:成功","2025/09/08 12:53:33","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:17:12"
"*","001:麻布しき 旗の台店","No:202500100003451","0","月","10:会計済","2025/09/08 12:55:54","","","000000027:奥座1","5","5","0","0","0","0","0","6100","5","5600","509","5091","509","0","0","0","0","10000","4400","0","0","500","5600","0","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 12:55:58","1:成功","2025/09/08 12:56:33","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:19:01"
"*","001:麻布しき 旗の台店","No:202500100003452","0","月","10:会計済","2025/09/08 13:11:30","","","000000003:カウンター３","1","0","1","0","0","0","0","3300","1","3300","300","3000","300","0","0","0","0","10300","7000","0","0","0","3300","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","1","20250908131144","1:成功"," ","1:成功","2025/09/08 13:11:33","1:成功","2025/09/08 13:15:40","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:23:54"
"*","001:麻布しき 旗の台店","No:202500100003453","0","月","11:分割会計済","2025/09/08 13:45:06","","","000000014:テーブル２","3","0","3","0","0","0","0","4500","3","4500","408","4092","408","0","0","0","0","6500","3500","0","0","0","3000","0","0","1500","0","0","0","0","0","","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/08 13:45:57","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:33:25"
"","001:麻布しき 旗の台店","No:202500100003453","1","月","11:分割会計済","2025/09/08 13:37:43","","","000000014:テーブル２","3","0","3","0","0","0","0","1500","1","1500","136","1364","136","0","0","0","0","0","0","0","0","0","0","0","0","1500","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 13:37:46","1:成功","2025/09/08 13:45:57","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:33:25"
"","001:麻布しき 旗の台店","No:202500100003453","2","月","11:分割会計済","2025/09/08 13:44:43","","","000000014:テーブル２","3","0","3","0","0","0","0","1500","1","1500","136","1364","136","0","0","0","0","5000","3500","0","0","0","1500","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 13:44:46","1:成功","2025/09/08 13:45:57","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:33:25"
"","001:麻布しき 旗の台店","No:202500100003453","3","月","11:分割会計済","2025/09/08 13:45:06","","","000000014:テーブル２","3","0","3","0","0","0","0","1500","1","1500","136","1364","136","0","0","0","0","1500","0","0","0","0","1500","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 13:45:09","1:成功","2025/09/08 13:45:57","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:33:25"
"*","001:麻布しき 旗の台店","No:202500100003454","0","月","10:会計済","2025/09/08 13:11:07","","","000000009:カウンター９","1","0","1","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","0","0","0","0","0","0","0","0","1200","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 13:11:10","1:成功","2025/09/08 13:11:12","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:41:11"
"*","001:麻布しき 旗の台店","No:202500100003455","0","月","10:会計済","2025/09/08 13:02:16","","","000000006:カウンター６","1","1","0","0","0","0","0","1600","1","1600","145","1455","145","0","0","0","0","0","0","0","0","0","0","0","0","1600","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 13:02:19","1:成功","2025/09/08 13:05:01","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:43:52"
"*","001:麻布しき 旗の台店","No:202500100003456","0","月","10:会計済","2025/09/08 13:31:39","","","000000013:テーブル１","2","1","1","0","0","0","0","2200","2","2200","200","2000","200","0","0","0","0","0","0","0","0","0","0","2200","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 13:31:42","1:成功","2025/09/08 13:31:57","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 12:48:44"
"*","001:麻布しき 旗の台店","No:202500100003457","0","月","10:会計済","2025/09/08 13:57:59","","","000000016:テーブル４","3","0","3","0","0","0","0","3600","3","3600","327","3273","327","0","0","0","0","0","0","0","0","0","0","0","0","3600","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 13:58:03","1:成功","2025/09/08 14:01:40","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 13:14:45"
"*","001:麻布しき 旗の台店","No:202500100003458","0","月","10:会計済","2025/09/08 13:46:45","","","000000007:カウンター７","1","0","1","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","0","0","0","0","0","0","1200","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 13:46:48","1:成功","2025/09/08 13:54:32","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 13:22:28"
"*","001:麻布しき 旗の台店","No:202500100003459","0","月","10:会計済","2025/09/08 19:13:33","","","000000016:テーブル４","2","2","0","0","0","0","0","20750","18","20750","1886","18864","1886","0","0","0","0","0","0","0","0","0","0","20750","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","1","20250908191346","1:成功"," ","1:成功","2025/09/08 19:13:37","1:成功","2025/09/08 19:16:04","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 17:25:23"
"*","001:麻布しき 旗の台店","No:202500100003460","0","月","10:会計済","2025/09/08 21:59:38","","","000000027:奥座1","3","2","1","0","0","0","0","23760","11","23760","2160","21600","2160","0","0","0","0","23760","0","0","0","0","23760","0","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","3","20250908215950","1:成功"," ","1:成功","2025/09/08 21:59:41","1:成功","2025/09/08 22:01:17","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 17:35:44"
"*","001:麻布しき 旗の台店","No:202500100003461","0","月","10:会計済","2025/09/08 19:40:12","","","000000013:テーブル１","7","3","4","0","0","0","0","36890","25","36890","3353","33537","3353","0","0","0","0","0","0","0","0","0","0","36890","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 19:40:16","1:成功","2025/09/08 19:40:31","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 17:35:59"
"*","001:麻布しき 旗の台店","No:202500100003462","0","月","10:会計済","2025/09/08 21:33:54","","","000000017:ウーバーイーツ1","0","0","0","0","0","0","0","4400","1","4400","325","0","0","4075","325","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","4400","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/08 21:33:58","1:成功","2025/09/08 21:34:03","","","","","T7010401147721","株式会社 麻布しき","08","2025/09/08 18:48:12"
"*","001:麻布しき 旗の台店","No:202500100003463","0","火","10:会計済","2025/09/09 12:01:13","","","000000001:カウンター１","1","1","0","0","0","0","0","2200","2","2200","200","2000","200","0","0","0","0","2200","0","0","0","0","2200","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 12:01:16","1:成功","2025/09/09 12:01:22","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:10:33"
"*","001:麻布しき 旗の台店","No:202500100003464","0","火","10:会計済","2025/09/09 12:58:28","","","000000003:カウンター３","1","1","0","0","0","0","0","1500","1","1400","127","1273","127","0","0","0","0","0","0","0","0","100","0","0","0","1400","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 12:58:31","1:成功","2025/09/09 12:58:40","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:10:38"
"*","001:麻布しき 旗の台店","No:202500100003465","0","火","10:会計済","2025/09/09 13:00:18","","","000000005:カウンター５","2","0","2","0","0","0","0","6600","2","6600","600","6000","600","0","0","0","0","0","0","0","0","0","0","0","0","6600","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:00:22","1:成功","2025/09/09 13:00:27","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:10:43"
"*","001:麻布しき 旗の台店","No:202500100003466","0","火","10:会計済","2025/09/09 12:45:19","","","000000007:カウンター７","1","1","0","0","0","0","0","1100","1","1100","100","1000","100","0","0","0","0","5100","4000","0","0","0","1100","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 12:45:23","1:成功","2025/09/09 12:46:00","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:10:49"
"*","001:麻布しき 旗の台店","No:202500100003467","0","火","10:会計済","2025/09/09 12:31:11","","","000000009:カウンター９","2","1","1","0","0","0","0","2930","3","2930","266","2664","266","0","0","0","0","10000","7070","0","0","0","2930","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 12:31:14","1:成功","2025/09/09 12:32:11","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:10:53"
"*","001:麻布しき 旗の台店","No:202500100003468","0","火","10:会計済","2025/09/09 12:20:07","","","000000013:テーブル１","3","0","3","0","0","0","0","3400","3","3400","309","3091","309","0","0","0","0","10000","6600","0","0","0","3400","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 12:20:11","1:成功","2025/09/09 12:20:25","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:10:59"
"*","001:麻布しき 旗の台店","No:202500100003469","0","火","11:分割会計済","2025/09/09 13:52:08","","","000000014:テーブル２","4","4","0","0","0","0","0","5700","4","5300","481","4819","481","0","0","0","0","3100","600","0","0","400","2500","2800","0","0","0","0","0","0","0","","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/09 13:52:18","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:11:05"
"","001:麻布しき 旗の台店","No:202500100003469","1","火","11:分割会計済","2025/09/09 13:50:31","","","000000014:テーブル２","4","4","0","0","0","0","0","1500","1","1400","127","1273","127","0","0","0","0","2000","600","0","0","100","1400","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:50:35","1:成功","2025/09/09 13:52:18","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:11:05"
"","001:麻布しき 旗の台店","No:202500100003469","2","火","11:分割会計済","2025/09/09 13:51:40","","","000000014:テーブル２","4","4","0","0","0","0","0","3000","2","2800","254","2546","254","0","0","0","0","0","0","0","0","200","0","2800","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:51:44","1:成功","2025/09/09 13:52:18","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:11:05"
"","001:麻布しき 旗の台店","No:202500100003469","3","火","11:分割会計済","2025/09/09 13:52:08","","","000000014:テーブル２","4","4","0","0","0","0","0","1200","1","1100","100","1000","100","0","0","0","0","1100","0","0","0","100","1100","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:52:11","1:成功","2025/09/09 13:52:18","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:11:05"
"*","001:麻布しき 旗の台店","No:202500100003470","0","火","11:分割会計済","2025/09/09 12:50:22","","","000000016:テーブル４","3","2","1","0","0","0","0","3400","3","3400","309","3091","309","0","0","0","0","0","0","0","0","0","0","0","0","3400","0","0","0","0","0","","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/09 12:50:30","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:11:10"
"","001:麻布しき 旗の台店","No:202500100003470","1","火","11:分割会計済","2025/09/09 12:50:05","","","000000016:テーブル４","3","2","1","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","0","0","0","0","0","0","0","0","1200","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 12:50:08","1:成功","2025/09/09 12:50:30","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:11:10"
"","001:麻布しき 旗の台店","No:202500100003470","2","火","11:分割会計済","2025/09/09 12:50:22","","","000000016:テーブル４","3","2","1","0","0","0","0","2200","2","2200","200","2000","200","0","0","0","0","0","0","0","0","0","0","0","0","2200","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 12:50:25","1:成功","2025/09/09 12:50:30","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 11:11:10"
"*","001:麻布しき 旗の台店","No:202500100003471","0","火","10:会計済","2025/09/09 12:51:55","","","000000001:カウンター１","2","0","2","0","0","0","0","2700","2","2700","245","2455","245","0","0","0","0","0","0","0","0","0","0","0","0","2700","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 12:51:58","1:成功","2025/09/09 12:52:08","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 12:01:29"
"*","001:麻布しき 旗の台店","No:202500100003472","0","火","10:会計済","2025/09/09 12:52:43","","","000000013:テーブル１","2","2","0","0","0","0","0","2200","2","2000","181","1819","181","0","0","0","0","10000","8000","0","0","200","2000","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 12:52:46","1:成功","2025/09/09 12:54:08","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 12:20:29"
"*","001:麻布しき 旗の台店","No:202500100003473","0","火","10:会計済","2025/09/09 13:23:23","","","000000009:カウンター９","1","1","0","0","0","0","0","5900","3","5900","536","5364","536","0","0","0","0","10000","4100","0","0","0","5900","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:23:26","1:成功","2025/09/09 13:23:47","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 12:34:18"
"*","001:麻布しき 旗の台店","No:202500100003474","0","火","10:会計済","2025/09/09 13:32:11","","","000000007:カウンター７","1","1","0","0","0","0","0","1200","1","1100","100","1000","100","0","0","0","0","1100","0","0","0","100","1100","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:32:15","1:成功","2025/09/09 13:33:57","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 12:46:41"
"*","001:麻布しき 旗の台店","No:202500100003475","0","火","10:会計済","2025/09/09 13:30:24","","","000000016:テーブル４","4","0","4","0","0","0","0","5800","4","5400","490","4910","490","0","0","0","0","5400","0","0","0","400","5400","0","0","0","0","0","0","0","0","0120:柴野 花","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:30:27","1:成功","2025/09/09 13:30:45","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 12:53:08"
"*","001:麻布しき 旗の台店","No:202500100003476","0","火","10:会計済","2025/09/09 13:49:26","","","000000001:カウンター１","1","1","0","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","0","0","0","0","0","0","1200","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:49:29","1:成功","2025/09/09 13:49:47","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 12:55:16"
"*","001:麻布しき 旗の台店","No:202500100003477","0","火","10:会計済","2025/09/09 13:35:28","","","000000013:テーブル１","3","3","0","0","0","0","0","3600","3","3300","300","3000","300","0","0","0","0","0","0","0","0","300","0","0","1500","1800","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:35:32","1:成功","2025/09/09 13:35:45","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 12:55:58"
"*","001:麻布しき 旗の台店","No:202500100003478","0","火","10:会計済","2025/09/09 13:47:52","","","000000003:カウンター３","0","0","0","0","0","0","0","1750","2","1750","159","1591","159","0","0","0","0","0","0","0","0","0","0","1750","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:47:56","1:成功","2025/09/09 13:48:02","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 12:58:48"
"*","001:麻布しき 旗の台店","No:202500100003479","0","火","10:会計済","2025/09/09 13:37:23","","","000000005:カウンター５","1","1","0","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","1200","0","0","0","0","1200","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:37:26","1:成功","2025/09/09 13:37:33","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 13:01:42"
"*","001:麻布しき 旗の台店","No:202500100003480","0","火","10:会計済","2025/09/09 13:39:59","","","000000009:カウンター９","1","1","0","0","0","0","0","1800","1","1800","163","1637","163","0","0","0","0","5000","3200","0","0","0","1800","0","0","0","0","0","0","0","0","0113:松永 明子","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 13:40:02","1:成功","2025/09/09 13:40:17","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 13:25:10"
"*","001:麻布しき 旗の台店","No:202500100003481","0","火","10:会計済","2025/09/09 19:31:59","","","000000016:テーブル４","4","3","1","0","0","0","0","54040","20","54040","4912","49128","4912","0","0","0","0","0","0","0","0","0","0","54040","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","1","20250909193213","1:成功"," ","1:成功","2025/09/09 19:32:02","1:成功","2025/09/09 19:32:46","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 16:50:46"
"*","001:麻布しき 旗の台店","No:202500100003482","0","火","10:会計済","2025/09/09 18:08:00","","","000000017:ウーバーイーツ1","0","0","0","0","0","0","0","2400","2","2400","177","0","0","2223","177","0","0","2500","100","0","0","0","2400","0","0","0","0","0","0","0","0","0105:佐々木昌一","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/09 18:08:03","1:成功","2025/09/09 18:08:20","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 17:09:12"
"*","001:麻布しき 旗の台店","No:202500100003483","0","火","10:会計済","2025/09/09 21:15:18","","","000000018:ウーバーイーツ2","0","0","0","0","0","0","0","25950","12","25950","1922","0","0","24028","1922","0","0","0","0","0","0","0","0","0","0","0","0","0","0","0","25950","138:櫻沢　ジュン","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/09 21:15:23","","","","","T7010401147721","株式会社 麻布しき","09","2025/09/09 18:02:20"
"*","001:麻布しき 旗の台店","No:202500100003484","0","水","10:会計済","2025/09/10 13:45:36","","","000000016:テーブル４","4","2","2","0","0","0","0","52510","11","52110","4737","47373","4737","0","0","0","0","0","0","0","0","400","0","52110","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","1","20250910134540","1:成功"," ","1:成功","2025/09/10 13:45:40","1:成功","2025/09/10 13:45:52","","","","","T7010401147721","株式会社 麻布しき","10","2025/09/10 11:16:25"
"*","001:麻布しき 旗の台店","No:202500100003485","0","水","10:会計済","2025/09/10 11:50:56","","","000000012:カウンター１２","0","0","0","0","0","0","0","1500","1","1500","111","0","0","1389","111","0","0","0","0","0","0","0","0","0","0","1500","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","1","20250910115100","1:成功"," ","1:成功","2025/09/10 11:51:00","1:成功","2025/09/10 11:53:10","","","","","T7010401147721","株式会社 麻布しき","10","2025/09/10 11:37:46"
"*","001:麻布しき 旗の台店","No:202500100003486","0","水","10:会計済","2025/09/10 12:25:37","","","000000001:カウンター１","2","1","1","0","0","0","0","2300","2","2200","200","2000","200","0","0","0","0","0","0","0","0","100","0","2200","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","1","20250910122540","1:成功"," ","1:成功","2025/09/10 12:25:40","1:成功","2025/09/10 12:30:09","","","","","T7010401147721","株式会社 麻布しき","10","2025/09/10 11:46:18"
"*","001:麻布しき 旗の台店","No:202500100003487","0","水","10:会計済","2025/09/10 12:35:50","","","000000005:カウンター５","1","0","1","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","0","0","0","0","0","0","0","0","1200","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/10 12:35:53","1:成功","2025/09/10 12:43:56","","","","","T7010401147721","株式会社 麻布しき","10","2025/09/10 12:08:44"
"*","001:麻布しき 旗の台店","No:202500100003488","0","水","10:会計済","2025/09/10 12:33:24","","","000000007:カウンター７","1","0","1","0","0","0","0","1500","1","1500","136","1364","136","0","0","0","0","0","0","0","0","0","0","1500","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/10 12:33:27","1:成功","2025/09/10 12:35:26","","","","","T7010401147721","株式会社 麻布しき","10","2025/09/10 12:08:54"
"*","001:麻布しき 旗の台店","No:202500100003489","0","水","10:会計済","2025/09/10 12:51:34","","","000000009:カウンター９","2","1","1","0","0","0","0","2400","2","2400","218","2182","218","0","0","0","0","0","0","0","0","0","0","0","0","2400","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/10 12:51:38","1:成功","2025/09/10 12:51:52","","","","","T7010401147721","株式会社 麻布しき","10","2025/09/10 12:17:45"
"*","001:麻布しき 旗の台店","No:202500100003490","0","水","10:会計済","2025/09/10 12:49:25","","","000000003:カウンター３","1","1","0","0","0","0","0","1200","1","1200","109","1091","109","0","0","0","0","1200","0","0","0","0","1200","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/10 12:49:28","1:成功","2025/09/10 12:51:04","","","","","T7010401147721","株式会社 麻布しき","10","2025/09/10 12:21:54"
"*","001:麻布しき 旗の台店","No:202500100003491","0","水","11:分割会計済","2025/09/10 13:21:06","","","000000013:テーブル１","3","3","0","0","0","0","0","3400","3","3100","280","2820","280","0","0","0","0","1100","0","0","0","300","1100","0","0","2000","0","0","0","0","0","","","","","6:税率単位","","0","","1:成功"," ",""," ","1:成功","2025/09/10 13:29:30","","","","","T7010401147721","株式会社 麻布しき","10","2025/09/10 12:22:30"
"","001:麻布しき 旗の台店","No:202500100003491","1","水","11:分割会計済","2025/09/10 13:20:20","","","000000013:テーブル１","3","3","0","0","0","0","0","1100","1","1000","90","910","90","0","0","0","0","0","0","0","0","100","0","0","0","1000","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/10 13:20:24","1:成功","2025/09/10 13:29:30","","","","","T7010401147721","株式会社 麻布しき","10","2025/09/10 12:22:30"
"","001:麻布しき 旗の台店","No:202500100003491","2","水","11:分割会計済","2025/09/10 13:20:45","","","000000013:テーブル１","3","3","0","0","0","0","0","1100","1","1000","90","910","90","0","0","0","0","0","0","0","0","100","0","0","0","1000","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/10 13:20:48","1:成功","2025/09/10 13:29:30","","","","","T7010401147721","株式会社 麻布しき","10","2025/09/10 12:22:30"
"","001:麻布しき 旗の台店","No:202500100003491","3","水","11:分割会計済","2025/09/10 13:21:06","","","000000013:テーブル１","3","3","0","0","0","0","0","1200","1","1100","100","1000","100","0","0","0","0","1100","0","0","0","100","1100","0","0","0","0","0","0","0","0","0101:オーナー","","","","6:税率単位","","0","","1:成功"," ","1:成功","2025/09/10 13:21:10","1:成功","2025/09/10 13:29:30","","","","","T7010401147721","株式会社 麻布しき","10","2025/09/10 12:22:30"
