2026/04/20 09:16 時点

[補足情報]
1. 伝票金額は、加算・値引をした結果の金額です。

項目名横の記号について(下記参照)
 H.  -->>  伝票ヘッダ情報 
 C.  -->>  お客様情報
 D.  -->>  伝票明細情報

"H.集計対象営業年月日","H.曜日","H.伝票発行日","H.伝票処理日","H.客数（合計）","H.小計","H.総商品数","D.商品カテゴリ1","D.商品カテゴリ2","D.商品","D.サブメニュー","D.価格","D.オーダー日時","D.数量","D.オーダーステータス"
"2026/04/15","水","2026/04/15 12:53:58","2026/04/15 13:18:46","1","1350","2","ランチ","サイドメニュー","00000004042:納豆","","150","2026/04/15 12:54:29","1","20:配膳済"
"2026/04/15","水","2026/04/15 13:03:54","2026/04/15 13:51:43","2","5140","4","ランチ","ランチ","00000002463:海鮮丼","並盛x1","1800","2026/04/15 13:03:54","1","20:配膳済"
"2026/04/15","水","2026/04/15 13:03:54","2026/04/15 13:51:43","2","5140","4","ランチ","ランチ","00000002463:海鮮丼","並盛x1","1800","2026/04/15 13:03:54","1","20:配膳済"
"2026/04/15","水","2026/04/15 13:03:54","2026/04/15 13:51:43","2","5140","4","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/15 13:03:54","1","20:配膳済"
"2026/04/15","水","2026/04/15 13:03:54","2026/04/15 13:51:43","2","5140","4","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/15 13:03:54","1","20:配膳済"
"2026/04/15","水","2026/04/15 13:05:01","2026/04/15 13:33:56","1","1200","1","ランチ","ランチ","00000001786:サバ定食","並盛x1","1200","2026/04/15 13:05:01","1","20:配膳済"
"2026/04/15","水","2026/04/15 13:16:42","2026/04/15 14:00:18","2","3950","2","ランチ","ランチ","00000003820:鰻玉丼定食","並盛x1","2750","2026/04/15 13:20:17","1","20:配膳済"
"2026/04/15","水","2026/04/15 13:16:42","2026/04/15 14:00:18","2","3950","2","ランチ","ランチ","00000004028:しょうが焼き定食","並盛x1","1200","2026/04/15 13:20:17","1","20:配膳済"
"2026/04/15","水","2026/04/15 13:17:48","2026/04/15 13:49:51","2","2900","2","ランチ","ランチ","00000004030:お刺身定食","並盛x1","1800","2026/04/15 13:17:48","1","20:配膳済"
"2026/04/15","水","2026/04/15 13:17:48","2026/04/15 13:49:51","2","2900","2","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 並盛x1","1100","2026/04/15 13:17:48","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","フード","お通し","00000004006:お通し","","660","2026/04/15 17:33:49","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/15 17:33:49","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","フード","おすすめ","00000000125:肝わさ","","1100","2026/04/15 17:41:59","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","フード","おすすめ","00000003817:馬刺し","","1540","2026/04/15 17:41:59","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","フード","一品料理","00000000085:ガツ刺し","","1100","2026/04/15 17:43:35","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/15 17:52:51","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","ドリンク","日本酒","00000004412:蜻蛉","","1320","2026/04/15 18:16:09","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","2026/04/15 18:22:20","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","フード","一品料理","00000000135:お新香盛","","0","2026/04/15 18:22:20","0","30:キャンセル済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","フード","おすすめ","00000004269:ホタルイカの酢味噌がけ","","880","2026/04/15 18:24:49","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","ドリンク","フリー","00000000199:スタッフドリンク","","800","2026/04/15 19:11:15","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","ドリンク","フリー","00000000199:スタッフドリンク","","800","2026/04/15 19:11:15","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","ドリンク","フリー","00000000199:スタッフドリンク","","800","2026/04/15 19:11:15","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","ドリンク","フリー","00000000199:スタッフドリンク","","800","2026/04/15 19:11:15","1","20:配膳済"
"2026/04/15","水","2026/04/15 17:33:49","2026/04/15 19:13:40","1","16640","14","ドリンク","日本酒","00000002262:貴","","1100","2026/04/15 19:11:15","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","ビール","00000000012:スーパードライ 瓶","","900","2026/04/15 20:01:28","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","ビール","00000000014:オールフリー","","600","2026/04/15 20:01:28","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","お通し","00000004006:お通し","","660","2026/04/15 20:01:28","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","お通し","00000004006:お通し","","660","2026/04/15 20:01:28","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","お通し","00000004006:お通し","","660","2026/04/15 20:01:28","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","お通し","00000004006:お通し","","660","2026/04/15 20:01:28","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","お通し","00000004006:お通し","","660","2026/04/15 20:01:28","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","揚げ物","00000000071:大和芋の磯辺揚","","1100","2026/04/15 20:03:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","揚げ物","00000000130:メヒカリの唐揚げ","","1100","2026/04/15 20:03:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","揚げ物","00000000192:タコの唐揚げ","","1100","2026/04/15 20:03:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","おすすめ","00000003771:ハラミ焼き","","1500","2026/04/15 20:03:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","おすすめ","00000003817:馬刺し","","1540","2026/04/15 20:03:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","おすすめ","00000003817:馬刺し","","1540","2026/04/15 20:03:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","お刺身","00000002276:刺身おすすめ","","7800","2026/04/15 20:03:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","ビール","00000000012:スーパードライ 瓶","","900","2026/04/15 20:07:22","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","おすすめ","00000003582:鰻ヒレ唐揚げ","","660","2026/04/15 20:17:20","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","おすすめ","00000002647:とり天4カン","","1100","2026/04/15 20:17:20","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","一品料理","00000000135:お新香盛","","770","2026/04/15 20:17:20","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","焼酎グラス","00000000034:しき焼酎（麦）グラス","ソーダ割りx1","660","2026/04/15 20:27:52","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","2026/04/15 20:27:52","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","ソフトドリンク","00000003761:内臓美人茶","","660","2026/04/15 20:43:01","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","770","2026/04/15 20:47:03","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","おすすめ","00000003593:鰻ヒレ串","","330","2026/04/15 20:53:20","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","おすすめ","00000003593:鰻ヒレ串","","330","2026/04/15 20:53:20","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","おすすめ","00000003593:鰻ヒレ串","","330","2026/04/15 20:53:20","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","おすすめ","00000003593:鰻ヒレ串","","330","2026/04/15 20:53:20","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","おすすめ","00000003209:フライドポテト","塩味x1","440","2026/04/15 20:53:20","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","焼酎グラス","00000000034:しき焼酎（麦）グラス","ソーダ割りx1","660","2026/04/15 20:58:00","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","焼酎グラス","00000000035:しき焼酎（芋）グラス","ソーダ割りx1","660","2026/04/15 20:58:00","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","ビール","00000000013:黒ラベル 瓶","","900","2026/04/15 20:58:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","サワー","00000000277:緑茶ハイ","普通x1","660","2026/04/15 20:58:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","サワー","00000000277:緑茶ハイ","普通x1","660","2026/04/15 20:58:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","ビール","00000000012:スーパードライ 瓶","","900","2026/04/15 20:59:46","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","鰻料理","00000002555:うな重 梅","並盛x1","4200","2026/04/15 21:08:25","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","鰻料理","00000002558:肝焼き","","600","2026/04/15 21:08:25","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","鰻料理","00000002558:肝焼き","","600","2026/04/15 21:08:25","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","鰻料理","00000002558:肝焼き","","600","2026/04/15 21:08:25","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","焼き物","00000000066:ぎんだら焼","","1800","2026/04/15 21:08:25","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","揚げ物","00000003105:牡蠣フライ(2個)","","1100","2026/04/15 21:08:25","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","揚げ物","00000003105:牡蠣フライ(2個)","","1100","2026/04/15 21:08:25","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","揚げ物","00000000664:牡蠣フライ1個","","550","2026/04/15 21:08:25","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","日本酒","00000004266:天明","","1320","2026/04/15 21:08:25","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","770","2026/04/15 21:09:09","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","フード","鰻料理","00000000143:肝吸い","","330","2026/04/15 21:20:55","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","サワー","00000000277:緑茶ハイ","普通x1","660","2026/04/15 21:21:06","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","サワー","00000003756:内臓美人ハイ","普通x1","770","2026/04/15 21:21:06","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","日本酒","00000004413:出羽桜","","1210","2026/04/15 21:26:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:01:28","2026/04/15 21:59:58","5","49370","48","ドリンク","ビール","00000000012:スーパードライ 瓶","","900","2026/04/15 21:26:16","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:37:36","2026/04/15 21:07:09","1","4800","5","フード","揚げ物","00000001081:チキン南蛮","","1300","2026/04/15 20:38:33","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:37:36","2026/04/15 21:07:09","1","4800","5","フード","揚げ物","00000001081:チキン南蛮","","1300","2026/04/15 20:38:33","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:37:36","2026/04/15 21:07:09","1","4800","5","フード","お刺身","00000001072:お刺身盛合せ","三点1人前x1","1320","2026/04/15 20:38:33","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:37:36","2026/04/15 21:07:09","1","4800","5","フード","お通し","00000004006:お通し","","660","2026/04/15 20:45:25","1","20:配膳済"
"2026/04/15","水","2026/04/15 20:37:36","2026/04/15 21:07:09","1","4800","5","フード","一品料理","00000000144:ライス","","220","2026/04/15 20:45:25","1","20:配膳済"
"2026/04/16","木","2026/04/16 11:33:16","2026/04/16 12:11:15","2","8400","2","ランチ","ランチ","00000004033:ハラミうな重定食","並盛x1","4200","2026/04/16 11:33:40","1","20:配膳済"
"2026/04/16","木","2026/04/16 11:33:16","2026/04/16 12:11:15","2","8400","2","ランチ","ランチ","00000004033:ハラミうな重定食","並盛x1","4200","2026/04/16 11:33:40","1","20:配膳済"
"2026/04/16","木","2026/04/16 11:36:54","2026/04/16 11:58:59","1","1200","1","ランチ","ランチ","00000004028:しょうが焼き定食","並盛x1","1200","2026/04/16 11:36:54","1","20:配膳済"
"2026/04/16","木","2026/04/16 11:54:47","2026/04/16 12:25:52","1","2120","3","ランチ","ランチ","00000001786:サバ定食","少なめx1","1200","2026/04/16 11:57:20","1","20:配膳済"
"2026/04/16","木","2026/04/16 11:54:47","2026/04/16 12:25:52","1","2120","3","ランチ","サイドメニュー","00000004041:生卵","","150","2026/04/16 11:57:20","1","20:配膳済"
"2026/04/16","木","2026/04/16 11:54:47","2026/04/16 12:25:52","1","2120","3","ドリンク","ビール","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","","770","2026/04/16 11:57:20","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:08:51","2026/04/16 12:36:10","2","2300","2","ランチ","ランチ","00000001786:サバ定食","大盛りx1","1200","2026/04/16 12:09:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:08:51","2026/04/16 12:36:10","2","2300","2","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 並盛x1","1100","2026/04/16 12:09:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:18:31","2026/04/16 13:01:35","2","2300","2","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 並盛x1","1100","2026/04/16 12:19:14","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:18:31","2026/04/16 13:01:35","2","2300","2","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","2026/04/16 12:19:14","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:18:31","2026/04/16 13:01:00","2","1100","1","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 並盛x1","1100","2026/04/16 12:19:14","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:18:31","2026/04/16 13:01:35","2","1200","1","ランチ","ランチ","00000003135:チキン南蛮定食","並盛x1","1200","2026/04/16 12:19:14","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:26:54","2026/04/16 12:54:19","2","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/16 12:27:40","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:26:54","2026/04/16 12:54:19","2","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/16 12:27:40","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:30:39","2026/04/16 13:02:22","3","0","0","ランチ","ランチ","00000002484:豚しゃぶ定食","大盛りx1","0","2026/04/16 12:32:11","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 12:30:39","2026/04/16 13:02:22","3","0","0","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","0","2026/04/16 12:32:11","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 12:30:39","2026/04/16 13:02:22","3","0","0","ランチ","ランチ","00000004027:とり天定食","ユーリンチー風x1 / 大盛りx1","0","2026/04/16 12:32:11","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 12:31:21","2026/04/16 13:02:22","4","0","0","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 並盛x1","0","2026/04/16 12:32:57","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 12:31:21","2026/04/16 13:02:22","4","0","0","ランチ","ランチ","00000002484:豚しゃぶ定食","少なめx1","0","2026/04/16 12:32:57","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 12:31:21","2026/04/16 13:02:22","4","0","0","ランチ","ランチ","00000004027:とり天定食","ユーリンチー風x1 / 並盛x1","0","2026/04/16 12:32:57","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 12:31:21","2026/04/16 13:02:22","4","0","0","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 少なめx1","0","2026/04/16 12:32:57","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 12:33:51","2026/04/16 13:31:00","0","2500","2","ロケットナウ","お弁当","00000003826:ロケットとり天弁当","明太マヨx1 / 並盛x1","1200","2026/04/16 12:33:51","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:33:51","2026/04/16 13:31:00","0","2500","2","ロケットナウ","お弁当","00000003802:ロケット唐揚げ弁当","","1300","2026/04/16 12:33:51","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:39:40","2026/04/16 13:12:37","5","6300","5","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/16 12:40:29","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:39:40","2026/04/16 13:12:37","5","6300","5","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/16 12:40:29","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:39:40","2026/04/16 13:12:37","5","6300","5","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/16 12:40:29","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:39:40","2026/04/16 13:12:37","5","6300","5","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/16 12:40:29","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:39:40","2026/04/16 13:12:37","5","6300","5","ランチ","ランチ","00000004034:穴子天丼定食","大盛りx1","1500","2026/04/16 12:40:29","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:40:32","2026/04/16 13:10:10","2","2300","2","ランチ","ランチ","00000004027:とり天定食","ユーリンチー風x1 / 大盛りx1","1100","2026/04/16 12:41:37","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:40:32","2026/04/16 13:10:10","2","2300","2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/16 12:41:37","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:41:43","2026/04/16 13:11:05","2","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/16 12:42:53","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:41:43","2026/04/16 13:11:05","2","2400","2","ランチ","ランチ","00000003135:チキン南蛮定食","大盛りx1","1200","2026/04/16 12:42:53","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:30:39","2026/04/16 13:02:38","7","8000","7","ランチ","ランチ","00000002484:豚しゃぶ定食","大盛りx1","1200","2026/04/16 12:32:11","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:30:39","2026/04/16 13:02:38","7","8000","7","ランチ","ランチ","00000004028:しょうが焼き定食","大盛りx1","1200","2026/04/16 12:32:11","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:30:39","2026/04/16 13:02:38","7","8000","7","ランチ","ランチ","00000004027:とり天定食","ユーリンチー風x1 / 大盛りx1","1100","2026/04/16 12:32:11","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:30:39","2026/04/16 13:02:38","7","8000","7","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 並盛x1","1100","2026/04/16 12:32:57","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:30:39","2026/04/16 13:02:38","7","8000","7","ランチ","ランチ","00000002484:豚しゃぶ定食","少なめx1","1200","2026/04/16 12:32:57","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:30:39","2026/04/16 13:02:38","7","8000","7","ランチ","ランチ","00000004027:とり天定食","ユーリンチー風x1 / 並盛x1","1100","2026/04/16 12:32:57","1","20:配膳済"
"2026/04/16","木","2026/04/16 12:30:39","2026/04/16 13:02:38","7","8000","7","ランチ","ランチ","00000004027:とり天定食","おろしソースx1 / 少なめx1","1100","2026/04/16 12:32:57","1","20:配膳済"
"2026/04/16","木","2026/04/16 13:06:39","2026/04/16 13:30:47","1","1860","2","ランチ","ランチ","00000002484:豚しゃぶ定食","並盛x1","1200","2026/04/16 13:08:39","1","20:配膳済"
"2026/04/16","木","2026/04/16 13:06:39","2026/04/16 13:30:47","1","1860","2","フード","おすすめ","00000002648:うなぷりん","","660","2026/04/16 13:08:39","1","20:配膳済"
"2026/04/16","木","2026/04/16 13:08:47","2026/04/16 13:27:55","1","1100","1","ランチ","ランチ","00000004027:とり天定食","天つゆx1 / 大盛りx1","1100","2026/04/16 13:09:09","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","お通し","00000004006:お通し","","660","2026/04/16 17:36:42","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","お通し","00000004006:お通し","","660","2026/04/16 17:36:42","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","鰻料理","00000000052:うなぎ白焼き","","0","2026/04/16 17:37:00","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","鰻料理","00000002555:うな重 梅","並盛x1","0","2026/04/16 17:37:29","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","鰻料理","00000002555:うな重 梅","並盛x1","0","2026/04/16 17:37:29","0","30:キャンセル済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","TO/出前","鰻料理","00000004052:TO)うな重 竹","","1295","2026/04/16 17:47:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","TO/出前","鰻料理","00000004054:TO)うなぎ蒲焼","","1295","2026/04/16 17:47:32","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","ドリンク","ビール","00000000013:黒ラベル 瓶","","900","2026/04/16 17:48:33","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","ドリンク","ソフトドリンク","00000000045:ウーロン茶","","550","2026/04/16 17:48:33","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","ふぐ料理","00000000092:ふぐ刺し","","6600","2026/04/16 17:51:25","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","お刺身","00000001072:お刺身盛合せ","三点1人前x1","1320","2026/04/16 17:51:25","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","鰻料理","00000002558:肝焼き","","600","2026/04/16 17:51:25","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","一品料理","00000000085:ガツ刺し","","1100","2026/04/16 17:51:38","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","揚げ物","00000000071:大和芋の磯辺揚","","1100","2026/04/16 17:51:52","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","おすすめ","00000003817:馬刺し","","1540","2026/04/16 18:06:07","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","おすすめ","00000004271:筍焼き","","770","2026/04/16 18:06:07","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","ドリンク","日本酒","00000000044:ヒレ酒","","1100","2026/04/16 18:12:25","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","ドリンク","日本酒","00000000123:つぎ酒","","660","2026/04/16 18:38:59","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","ドリンク","サワー","00000003230:自家製レモンサワー","普通x1","900","2026/04/16 18:40:07","1","20:配膳済"
"2026/04/16","木","2026/04/16 17:36:38","2026/04/16 19:40:33","2","21490","17","フード","おすすめ","00000003209:フライドポテト","明太マヨx1","440","2026/04/16 18:49:50","1","20:配膳済"
