取引No,会計日,会計時間,合計,小計,内消費税,修正金額合計,修正後合計,修正後内消費税,現金,クレジットカード(Airペイ),交通系電子マネー(Airペイ),QUICPay(Airペイ),iD(Airペイ),QR決済(Airペイ QR),クレジットカード(オンライン決済),クレジットカード/電子マネー(Square),ポイント(Airペイ ポイント),ポイント(ホットペッパーグルメ),Pontaポイント(Airウォレット),金券合計,売掛合計,おつり,現金以外おつり不支払額,全体割引/割増(税込),個別割引/割増(税込),割引/割増合計(税込),人数,商品点数,滞在時間,伝票名,レジ担当者名,ID,カテゴリー名,メニュー名,価格,注文数量,メモ
RB0120260521222824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94ADE3FE27AD4DBBBE528A35F6BFB39F,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,1,
RB0120260521222824000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,94ADE3FE27AD4DBBBE528A35F6BFB39F,"BAR SNACKS ","キャンディピーカン",700,1,
RB0120260521225600000,2026/05/21,23:22:52,2500,2500,227,0,2500,227,0,2500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,3,00:26:51,"8","橋本",D1CC213134C44596A1BED80A6A824ECA,"その他","tablecharge",600,1,"一般"
RB0120260521225600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1CC213134C44596A1BED80A6A824ECA,"その他","丸氷",100,1,
RB0120260521225600000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D1CC213134C44596A1BED80A6A824ECA,"ウイスキー","スプリングバンク 10年",1800,1,
RB0120260521210515000,2026/05/21,23:37:45,14100,14100,1281,0,14100,1281,0,14100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,14,02:32:30,"E","橋本",C1E36D6D8E434B089B6027AD934C0315,"その他","tablecharge",600,3,""
RB0120260521210515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1E36D6D8E434B089B6027AD934C0315,"その他","丸氷",100,3,
RB0120260521210515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1E36D6D8E434B089B6027AD934C0315,"ジャパニーズウイスキー","宮城峡",1600,1,
RB0120260521210515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1E36D6D8E434B089B6027AD934C0315,"ジャパニーズウイスキー","白州",1800,1,
RB0120260521210515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1E36D6D8E434B089B6027AD934C0315,"ジャパニーズウイスキー","山崎",2500,1,
RB0120260521210515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1E36D6D8E434B089B6027AD934C0315,"BAR SNACKS ","オリーブ",700,1,
RB0120260521210515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1E36D6D8E434B089B6027AD934C0315,"COLD APPETIZERS","牛肉と季節のフルーツのカルパッチョ",1500,1,
RB0120260521210515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1E36D6D8E434B089B6027AD934C0315,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260521210515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1E36D6D8E434B089B6027AD934C0315,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260521210515000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,C1E36D6D8E434B089B6027AD934C0315,"HOT APPETIZERS","カマンベールフォンデュ",1400,1,
RB0120260521231907000,2026/05/21,23:40:52,7100,7100,645,0,7100,645,7100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,00:21:45,"C","橋本",570DE961FA034896872C45B846317C92,"その他","tablecharge",600,3,""
RB0120260521231907000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570DE961FA034896872C45B846317C92,"ジャパニーズウイスキー","ニッカウヰスキーフロムザバレル",1600,1,
RB0120260521231907000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570DE961FA034896872C45B846317C92,"ウイスキー","ウッドフォードリザーブ",1500,1,
RB0120260521231907000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570DE961FA034896872C45B846317C92,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260521231907000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,570DE961FA034896872C45B846317C92,"BAR SNACKS ","キャンディピーカン",700,1,
RB0120260521224813000,2026/05/22,00:03:23,8000,8000,727,0,8000,727,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,7,01:15:10,"D","橋本",6C5E10C2FDC44B87A0AFD509A7D24F70,"その他","tablecharge",600,3,""
RB0120260521224813000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6C5E10C2FDC44B87A0AFD509A7D24F70,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,2,
RB0120260521224813000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6C5E10C2FDC44B87A0AFD509A7D24F70,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260521224813000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,6C5E10C2FDC44B87A0AFD509A7D24F70,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260521234814000,2026/05/22,04:03:10,5550,11100,504,0,5550,504,0,5550,0,0,0,0,0,0,0,0,0,0,0,0,0,-5550,0,-5550,2,11,04:14:56,"4, 5","橋本",D8670CEA3314415D983902C902B6DE46,"未設定","No charge",0,2,""
RB0120260521234814000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8670CEA3314415D983902C902B6DE46,"ジン","エンジン",1600,1,
RB0120260521234814000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8670CEA3314415D983902C902B6DE46,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,3,
RB0120260521234814000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8670CEA3314415D983902C902B6DE46,"ビール","ハートランド",1000,2,
RB0120260521234814000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8670CEA3314415D983902C902B6DE46,"ドリンク","梅酒",1200,1,
RB0120260521234814000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8670CEA3314415D983902C902B6DE46,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260521234814000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D8670CEA3314415D983902C902B6DE46,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260522183319000,2026/05/22,20:34:48,15000,15000,1363,0,15000,1363,15000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,3,3,02:01:28,"D","橋本",3F45D675A43C4703BC3AE7185DD6B31E,"コース&セット","5000円飲み放題付（2時間制）＋チャージ込み",5000,3,""
RB0120260522202327000,2026/05/22,20:49:56,4200,4200,381,0,4200,381,0,4200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,00:26:28,"4, 5","橋本",0937E2362BCC43E3A066A5A64F7410AC,"その他","tablecharge",600,2,""
RB0120260522202327000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0937E2362BCC43E3A066A5A64F7410AC,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260522202327000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,0937E2362BCC43E3A066A5A64F7410AC,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
RB0120260522182341000,2026/05/22,21:32:05,14000,14000,1272,0,14000,1272,15000,0,0,0,0,0,0,0,0,0,0,0,0,1000,0,0,0,0,2,2,03:08:24,"E","橋本",495AEFF2B3A04767924DBCC02B29D756,"未設定","7000円飲み放題付（3時間制）",7000,2,""
000120260522215259757,2026/05/22,21:53:37,11300,10500,1027,0,11300,1027,0,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,02:22:21,"A, B, C","橋本",9FBD538A75E2418EA79B1C9F4DD5B18B,"その他","物販",8000,1,"単品ウイスキーは個別会計"
000120260522215259757,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,9FBD538A75E2418EA79B1C9F4DD5B18B,"ウイスキー","ラガヴーリン 16年",2500,1,
000120260522215800083,2026/05/22,21:58:31,11600,10800,1054,0,11600,1054,0,11600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,2,02:27:16,"A, B, C","橋本",AE336511FA824139ACB0B396A8EB36E4,"その他","物販",8000,1,"単品ウイスキーは個別会計"
000120260522215800083,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,AE336511FA824139ACB0B396A8EB36E4,"ウイスキー","オクトモア14.1",2800,1,
000120260522220015866,2026/05/22,22:00:44,1500,1500,136,0,1500,136,0,1500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,02:29:28,"A, B, C","橋本",7F6CE92BADA8499490941F2C095D64E9,"ウイスキー","ジョニーウォーカー ブラックルビー",1500,1,"単品ウイスキーは個別会計"
RB0120260522210819000,2026/05/22,22:19:49,8170,8000,742,0,8170,742,0,8170,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,7,01:11:30,"7, 8","橋本",EC96289B49974D459F80CFEAD86A57A7,"その他","ドリンク",1900,1,"海外"
RB0120260522210819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC96289B49974D459F80CFEAD86A57A7,"その他","tablecharge",600,2,
RB0120260522210819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC96289B49974D459F80CFEAD86A57A7,"その他","丸氷",100,1,
RB0120260522210819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC96289B49974D459F80CFEAD86A57A7,"ジャパニーズウイスキー","ニッカウヰスキーフロムザバレル",1600,1,
RB0120260522210819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC96289B49974D459F80CFEAD86A57A7,"日本酒","作",1700,1,
RB0120260522210819000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EC96289B49974D459F80CFEAD86A57A7,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,1,
RB0120260522212444000,2026/05/22,22:30:49,8000,8000,727,0,8000,727,0,8000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,6,01:06:04,"4, 5","橋本",F98711A75B8D4EEEA231C810FB970A71,"その他","tablecharge",600,2,"海外"
RB0120260522212444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F98711A75B8D4EEEA231C810FB970A71,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260522212444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F98711A75B8D4EEEA231C810FB970A71,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260522212444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F98711A75B8D4EEEA231C810FB970A71,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260522212444000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F98711A75B8D4EEEA231C810FB970A71,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
000120260522223240756,2026/05/22,22:33:18,12400,12400,1127,0,12400,1127,13000,0,0,0,0,0,0,0,0,0,0,0,0,600,0,0,0,0,2,9,01:45:27,"1, 2, 3","橋本",D719B7A902EF4612A4B3A100C30D4B67,"その他","tablecharge",600,2,""
000120260522223240756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D719B7A902EF4612A4B3A100C30D4B67,"ウイスキー","ダルモア 12年",1700,6,
000120260522223240756,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D719B7A902EF4612A4B3A100C30D4B67,"ウイスキー","ハーパー",1000,1,
RB0120260522204750000,2026/05/22,22:36:40,600,600,54,0,600,54,600,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,1,01:48:49,"1, 2, 3","橋本",B732EA07EE5F4DE5BA4A8E89765AC7A1,"その他","tablecharge",600,1,""
RB0120260522193115000,2026/05/22,22:39:48,160000,160000,14545,0,160000,14545,0,160000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,12,03:08:33,"A, B, C","橋本",832CEA623938409792D3FC3AE5AF9926,"ワイン","ボトルワイン",3000,2,"単品ウイスキーは個別会計"
RB0120260522193115000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832CEA623938409792D3FC3AE5AF9926,"コース&セット","CLPコース_その他",17000,8,
RB0120260522193115000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,832CEA623938409792D3FC3AE5AF9926,"コース&セット","CLPコース_その他",9000,2,
RB0120260522214237000,2026/05/22,23:32:06,4500,4500,409,0,4500,409,0,4500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,5,01:49:29,"D","橋本",87834BAAA7A9488A80DE5EF8F291D4EA,"その他","tablecharge",600,2,""
RB0120260522214237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87834BAAA7A9488A80DE5EF8F291D4EA,"その他","丸氷",100,1,
RB0120260522214237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87834BAAA7A9488A80DE5EF8F291D4EA,"ウイスキー","ラフロイグ10年",1700,1,
RB0120260522214237000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,87834BAAA7A9488A80DE5EF8F291D4EA,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260522231219000,2026/05/22,23:39:55,22700,22700,2063,0,22700,2063,0,22700,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,4,15,00:27:36,"C","橋本",BDD47E8C3BD04F42960EFBE7EEF2C3DD,"その他","tablecharge",600,4,"海外"
RB0120260522231219000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDD47E8C3BD04F42960EFBE7EEF2C3DD,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,3,
RB0120260522231219000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDD47E8C3BD04F42960EFBE7EEF2C3DD,"ウイスキー","マッカランシェリーカスク12年",3000,3,
RB0120260522231219000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDD47E8C3BD04F42960EFBE7EEF2C3DD,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1,
RB0120260522231219000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDD47E8C3BD04F42960EFBE7EEF2C3DD,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260522231219000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDD47E8C3BD04F42960EFBE7EEF2C3DD,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260522231219000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDD47E8C3BD04F42960EFBE7EEF2C3DD,"STANDARD COCKTAIL","バイオレットフィズ",1200,1,
RB0120260522231219000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,BDD47E8C3BD04F42960EFBE7EEF2C3DD,"DESSERT","キャラメルバナナ",1200,1,
RB0120260522220521000,2026/05/22,23:46:07,9200,9200,836,0,9200,836,0,9200,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,01:40:46,"E","橋本",F15E39DDA4144EB48B8B3C31EEAD12B3,"その他","tablecharge",600,2,""
RB0120260522220521000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F15E39DDA4144EB48B8B3C31EEAD12B3,"ビール","ガージェリー",1300,2,
RB0120260522220521000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F15E39DDA4144EB48B8B3C31EEAD12B3,"ワイン（グラス）","パナメラ・シャルドネ",1600,2,
RB0120260522220521000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F15E39DDA4144EB48B8B3C31EEAD12B3,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,1,
RB0120260522220521000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,F15E39DDA4144EB48B8B3C31EEAD12B3,"BAR SNACKS ","キャンディピーカン",700,1,
RB0120260522224416000,2026/05/23,01:15:43,9500,9500,863,0,9500,863,0,9500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,7,02:31:27,"6","橋本",53DC72833BF448D5B66C6662B4CFA90B,"未設定","No charge",0,1,"長畑さん"
RB0120260522224416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53DC72833BF448D5B66C6662B4CFA90B,"その他","氷、ボトル割りもの（割引対象外）",1500,1,
RB0120260522224416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53DC72833BF448D5B66C6662B4CFA90B,"ジン","エンジン",1600,1,
RB0120260522224416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53DC72833BF448D5B66C6662B4CFA90B,"ジン","エンジン",1600,1,
RB0120260522224416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53DC72833BF448D5B66C6662B4CFA90B,"ウイスキー","タリスカー10年",1400,1,
RB0120260522224416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53DC72833BF448D5B66C6662B4CFA90B,"ジャパニーズウイスキー","ニッカウヰスキーフロムザバレル",1600,1,
RB0120260522224416000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,53DC72833BF448D5B66C6662B4CFA90B,"ウイスキー","ロイヤルブラックラ 12年",1800,1,
RB0120260523180245000,2026/05/23,19:20:37,11500,11500,1045,0,11500,1045,0,11500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1000,1000,2,2,01:17:52,"A","両角",1AAE2253772D448F81E7B1CD6F81800D,"コース&セット","招待日和コース(食事のみ)+チャージ別＋サ別",10000,1,""
RB0120260523180245000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,1AAE2253772D448F81E7B1CD6F81800D,"その他","tablecharge",500,1,
RB0120260523194324000,2026/05/23,21:32:52,40000,40000,3636,0,40000,3636,40000,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,8,01:49:28,"B, C","両角",10ABB558729B4651AF50378CF16648B8,"コース&セット","5000円飲み放題付（2時間制）",5000,8,""
RB0120260523210603000,2026/05/23,22:38:02,7500,7500,681,0,7500,681,8000,0,0,0,0,0,0,0,0,0,0,0,0,500,0,0,0,0,3,6,01:31:58,"A","平川",5E76C659566242A9A53B3A3BC5617A3A,"その他","tablecharge",600,3,"海外"
RB0120260523210603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5E76C659566242A9A53B3A3BC5617A3A,"JAPANESE COCKTAIL","焙煎ファッションド",1900,1,
RB0120260523210603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5E76C659566242A9A53B3A3BC5617A3A,"JAPANESE COCKTAIL","撫子ネグローニ",1900,1,
RB0120260523210603000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5E76C659566242A9A53B3A3BC5617A3A,"JAPANESE COCKTAIL","シルキー麹サワー",1900,1,
RB0120260523215209000,2026/05/23,22:51:34,11300,11300,1027,0,11300,1027,0,11300,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,10,00:59:25,"5, 6","平川",B9FD89FB4A7B4D97A9E38C774A93D885,"その他","tablecharge",600,2,"リピーター"
RB0120260523215209000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9FD89FB4A7B4D97A9E38C774A93D885,"ビール","ハートランド",1000,1,
RB0120260523215209000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9FD89FB4A7B4D97A9E38C774A93D885,"ウイスキー","ハーパー",1000,3,
RB0120260523215209000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9FD89FB4A7B4D97A9E38C774A93D885,"ジャパニーズウイスキー","余市",1800,3,
RB0120260523215209000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,B9FD89FB4A7B4D97A9E38C774A93D885,"BAR SNACKS ","キャンディピーカン",700,1,
RB0120260523222112000,2026/05/23,23:15:12,17900,17900,1627,0,17900,1627,0,0,0,17900,0,0,0,0,0,0,0,0,0,0,0,0,0,0,8,17,00:54:00,"B, C","平川",FB175AEF1CC1464C9063E5F09463006D,"その他","tablecharge",600,8,""
RB0120260523222112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB175AEF1CC1464C9063E5F09463006D,"ウイスキー","ウッドフォードリザーブ",1500,1,
RB0120260523222112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB175AEF1CC1464C9063E5F09463006D,"NEW CLASSIC COCKTAIL","オーチャードマティーニ",1500,1,
RB0120260523222112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB175AEF1CC1464C9063E5F09463006D,"JAPANESE COCKTAIL","ゆずマティーニ",1900,1,
RB0120260523222112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB175AEF1CC1464C9063E5F09463006D,"FRUITS COCKTAIL","トロピカルヴェール",1500,2,
RB0120260523222112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB175AEF1CC1464C9063E5F09463006D,"DESSERT COCKTAIL","ティラミスロブロイ",1500,1,
RB0120260523222112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB175AEF1CC1464C9063E5F09463006D,"DESSERT COCKTAIL","ソイ抹茶アレキサンダー",1500,1,
RB0120260523222112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB175AEF1CC1464C9063E5F09463006D,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,1,
RB0120260523222112000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,FB175AEF1CC1464C9063E5F09463006D,"BAR SNACKS ","オリーブ",700,1,
RB0120260523220733000,2026/05/23,23:33:50,8000,8000,727,0,8000,727,10000,0,0,0,0,0,0,0,0,0,0,0,0,2000,0,0,0,0,2,6,01:26:16,"1, 2, 3","平川",5C688733A31B458EA9D386C910591584,"その他","tablecharge",600,2,"海外"
RB0120260523220733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C688733A31B458EA9D386C910591584,"ワイン（グラス）","デバルド・ビアンコ",1200,1,
RB0120260523220733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C688733A31B458EA9D386C910591584,"ジャパニーズウイスキー","余市",1800,1,
RB0120260523220733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C688733A31B458EA9D386C910591584,"JAPANESE COCKTAIL","撫子ネグローニ",1900,1,
RB0120260523220733000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,5C688733A31B458EA9D386C910591584,"JAPANESE COCKTAIL","桜ブロッサム",1900,1,
RB0120260523220855000,2026/05/23,23:53:00,6100,6100,554,0,6100,554,6100,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,6,01:44:05,"8","平川",95173CF8522645FE9411E1E0A65B5CD8,"未設定","No charge",0,1,"平川友人"
RB0120260523220855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95173CF8522645FE9411E1E0A65B5CD8,"NEW CLASSIC COCKTAIL","森のジントニック",1500,1,
RB0120260523220855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95173CF8522645FE9411E1E0A65B5CD8,"FRUITS COCKTAIL","ローズガーデン",1500,1,
RB0120260523220855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95173CF8522645FE9411E1E0A65B5CD8,"BAR SNACKS ","BAR 専用チョコレート",600,1,
RB0120260523220855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95173CF8522645FE9411E1E0A65B5CD8,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260523220855000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,95173CF8522645FE9411E1E0A65B5CD8,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260523230027000,2026/05/24,00:00:49,4200,4200,381,0,4200,381,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,4,01:00:22,"D","平川",4F186138945E49A58DF842C065DFDBD0,"その他","tablecharge",600,2,"新規"
RB0120260523230027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4F186138945E49A58DF842C065DFDBD0,"NEW CLASSIC COCKTAIL","カルヴァドスモヒート",1500,1,
RB0120260523230027000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,4F186138945E49A58DF842C065DFDBD0,"FRUITS COCKTAIL","トロピカルヴェール",1500,1,
RB0120260523235839000,2026/05/24,01:30:54,5800,5800,527,0,5800,527,10000,0,0,0,0,0,0,0,0,0,0,0,0,4200,0,0,0,0,2,6,01:32:15,"E","平川",89CA587619DF44B984699695F5731A07,"その他","tablecharge",600,2,"一般"
RB0120260523235839000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89CA587619DF44B984699695F5731A07,"ビール","ガージェリー",1300,1,
RB0120260523235839000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89CA587619DF44B984699695F5731A07,"DESSERT COCKTAIL","キャラメルナッツキャデラック",1500,1,
RB0120260523235839000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89CA587619DF44B984699695F5731A07,"STANDARD COCKTAIL","スプモーニ",1200,1,
RB0120260523235839000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,89CA587619DF44B984699695F5731A07,"BAR SNACKS ","BAR 専用チョコレート",600,1,
RB0120260524014251000,2026/05/24,01:50:15,50000,50000,4545,0,50000,4545,0,0,0,0,0,0,0,0,0,0,0,0,50000,0,0,0,0,0,30,25,00:07:24,"1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E","平川",A7F1C1E79AAC4B56BBC380B9ED606C5D,"コース&セット","CLPコース_その他",2000,25,""
RB0120260524170934000,2026/05/24,17:13:24,57500,57500,5227,0,57500,5227,0,0,0,0,0,0,0,0,0,0,0,0,57500,0,0,0,0,0,31,23,00:03:50,"1, 2, 3, 4, 5, 6, 7, 8, 9, A, B, C, D, E","平川",006D834827044D20BA7256B25E3916FE,"コース&セット","CLPコース_その他",2500,23,""
RB0120260524181310000,2026/05/24,19:29:13,7500,7500,681,0,7500,681,0,7500,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2,8,01:16:03,"4, 5","平川",EF2C24A42DA744A093931ACFEE01072D,"未設定","No charge",0,2,"リピーター"
RB0120260524181310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF2C24A42DA744A093931ACFEE01072D,"ウイスキー（ハイボール・ボトル・オリジナル）","ハウスハイボール",1200,2,
RB0120260524181310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF2C24A42DA744A093931ACFEE01072D,"ビール","ガージェリー",1300,2,
RB0120260524181310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF2C24A42DA744A093931ACFEE01072D,"COLD APPETIZERS","ワカモレチップス",1200,1,
RB0120260524181310000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,EF2C24A42DA744A093931ACFEE01072D,"HOT APPETIZERS","マティポテ",1300,1,
RB0120260524180326000,2026/05/24,19:35:44,10400,10400,945,0,10400,945,0,10300,0,0,0,0,0,0,0,100,0,0,0,0,0,0,0,0,2,8,01:32:18,"A","平川",D43046B70AB54A8AB5EAE0E8E4809E84,"その他","tablecharge",600,2,"一般"
RB0120260524180326000,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,D43046B70AB54A8AB5EAE0E8E4809E84,"NEW CLASSIC COCKTAIL","オリエンタルアフタヌーン",1500,1,
