来店日,来店時間,合計,人数,商品点数,カテゴリー名,メニュー名,価格,注文数量,来店日時,曜日,会計ID
2025/8/13,13:44:46,1160.0,1.0,2.0,ドリンク,コーヒー(HOT/ICE),580,1,2025-08-13 13:44:46,水,92
2025/8/13,13:44:46,1160.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-13 13:44:46,水,92
2025/8/13,13:55:13,1940.0,2.0,3.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-13 13:55:13,水,93
2025/8/13,13:55:13,1940.0,2.0,3.0,ドリンク,千休抹茶ラテ,680,1,2025-08-13 13:55:13,水,93
2025/8/13,13:55:13,1940.0,2.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-13 13:55:13,水,93
2025/8/13,14:43:08,3620.0,1.0,5.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-13 14:43:08,水,94
2025/8/13,14:43:08,3620.0,1.0,5.0,テイクアウト,TOあんこカヌレ,580,3,2025-08-13 14:43:08,水,94
2025/8/13,14:43:08,3620.0,1.0,5.0,フード,カレープレート,1200,1,2025-08-13 14:43:08,水,94
2025/8/13,15:35:00,2900.0,1.0,5.0,テイクアウト,TOあんこカヌレ,580,5,2025-08-13 15:35:00,水,95
2025/8/13,15:36:39,1160.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-13 15:36:39,水,96
2025/8/13,14:55:45,1044.0,1.0,2.0,ドリンク,栄養紅茶(HOT/ICE),580,1,2025-08-13 14:55:45,水,97
2025/8/13,14:55:45,1044.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-13 14:55:45,水,97
2025/8/13,16:11:12,580.0,1.0,1.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-13 16:11:12,水,98
2025/8/13,16:19:46,1260.0,1.0,2.0,テイクアウト,TOあんこわらび餅,680,1,2025-08-13 16:19:46,水,99
2025/8/13,16:19:46,1260.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-13 16:19:46,水,99
2025/8/13,16:40:22,880.0,1.0,1.0,テイクアウト,TO千休抹茶シェイク,880,1,2025-08-13 16:40:22,水,100
2025/8/13,16:17:29,680.0,1.0,1.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-13 16:17:29,水,101
2025/8/13,16:13:51,1460.0,1.0,2.0,ドリンク,千休抹茶シェイク,880,1,2025-08-13 16:13:51,水,102
2025/8/13,16:13:51,1460.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-13 16:13:51,水,102
2025/8/13,16:55:12,1360.0,1.0,2.0,テイクアウト,TO千休抹茶スカッシュ,680,2,2025-08-13 16:55:12,水,103
2025/8/13,16:01:00,1260.0,1.0,2.0,ドリンク,千休抹茶ラテ,680,1,2025-08-13 16:01:00,水,104
2025/8/13,16:01:00,1260.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-13 16:01:00,水,104
2025/8/13,16:30:50,1940.0,1.0,3.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-13 16:30:50,水,105
2025/8/13,16:30:50,1940.0,1.0,3.0,テイクアウト,TO千休抹茶スカッシュ,680,1,2025-08-13 16:30:50,水,105
2025/8/13,16:30:50,1940.0,1.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-13 16:30:50,水,105
2025/8/13,17:46:50,580.0,1.0,1.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-13 17:46:50,水,106
2025/8/13,17:54:33,680.0,1.0,1.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-13 17:54:33,水,107
2025/8/13,18:17:26,1310.0,1.0,3.0,ドリンク,千休抹茶ラテ,680,1,2025-08-13 18:17:26,水,108
2025/8/13,18:17:26,1310.0,1.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-13 18:17:26,水,108
2025/8/13,18:17:26,1310.0,1.0,3.0,ドリンク,アーモンドミルク,50,1,2025-08-13 18:17:26,水,108
2025/8/13,19:06:13,1560.0,1.0,2.0,テイクアウト,TO千休抹茶シェイク,880,1,2025-08-13 19:06:13,水,109
2025/8/13,19:06:13,1560.0,1.0,2.0,テイクアウト,TOあんこわらび餅,680,1,2025-08-13 19:06:13,水,109
2025/8/13,19:07:01,680.0,1.0,1.0,テイクアウト,TOあんこわらび餅,680,1,2025-08-13 19:07:01,水,110
2025/8/13,16:57:20,2760.0,1.0,3.0,ドリンク,カフェ・オレ,580,1,2025-08-13 16:57:20,水,111
2025/8/13,16:57:20,2760.0,1.0,3.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-13 16:57:20,水,111
2025/8/13,16:57:20,2760.0,1.0,3.0,フード,すき焼き（HEGE）,1500,1,2025-08-13 16:57:20,水,111
2025/8/13,16:57:20,1224.0,1.0,2.0,ドリンク,千休抹茶スカッシュ,680,2,2025-08-13 16:57:20,水,112
2025/8/13,16:57:20,1080.0,1.0,1.0,フード,肉プレート,1200,1,2025-08-13 16:57:20,水,113
2025/8/14,12:26:44,580.0,1.0,1.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-14 12:26:44,木,114
2025/8/14,13:21:56,1930.0,1.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-14 13:21:56,木,115
2025/8/14,13:21:56,1930.0,1.0,3.0,フード,肉プレート,1200,1,2025-08-14 13:21:56,木,115
2025/8/14,13:21:56,1930.0,1.0,3.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-14 13:21:56,木,115
2025/8/14,13:44:01,1350.0,1.0,2.0,フード,カレープレート,1200,1,2025-08-14 13:44:01,木,116
2025/8/14,13:44:01,1350.0,1.0,2.0,ドリンクセット,ドリンクセット(グレープフルーツ),150,1,2025-08-14 13:44:01,木,116
2025/8/14,13:46:16,5800.0,2.0,9.0,ドリンク,あんこカフェ・オレ,680,2,2025-08-14 13:46:16,木,117
2025/8/14,13:46:16,5800.0,2.0,9.0,スイーツ,あんこわらび餅,680,1,2025-08-14 13:46:16,木,117
2025/8/14,13:46:16,5800.0,2.0,9.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-14 13:46:16,木,117
2025/8/14,13:46:16,5800.0,2.0,9.0,フード,魚プレート,1200,1,2025-08-14 13:46:16,木,117
2025/8/14,13:46:16,5800.0,2.0,9.0,フード,カレープレート,1200,1,2025-08-14 13:46:16,木,117
2025/8/14,13:46:16,5800.0,2.0,9.0,ドリンク,オーツミルク,100,2,2025-08-14 13:46:16,木,117
2025/8/14,15:17:21,2670.0,1.0,5.0,ドリンク,千休抹茶ラテ,680,1,2025-08-14 15:17:21,木,118
2025/8/14,15:17:21,2670.0,1.0,5.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-14 15:17:21,木,118
2025/8/14,15:17:21,2670.0,1.0,5.0,スイーツ,あんこわらび餅,680,1,2025-08-14 15:17:21,木,118
2025/8/14,15:17:21,2670.0,1.0,5.0,スイーツ,あんこカヌレ,580,1,2025-08-14 15:17:21,木,118
2025/8/14,15:17:21,2670.0,1.0,5.0,ドリンク,アーモンドミルク,50,1,2025-08-14 15:17:21,木,118
2025/8/14,16:10:08,1360.0,1.0,2.0,テイクアウト,TOあんこカフェ・オレ,680,1,2025-08-14 16:10:08,木,119
2025/8/14,16:10:08,1360.0,1.0,2.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-14 16:10:08,木,119
2025/8/14,16:22:19,680.0,1.0,1.0,テイクアウト,TO千休抹茶スカッシュ,680,1,2025-08-14 16:22:19,木,120
2025/8/14,16:54:58,1160.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-14 16:54:58,木,121
2025/8/14,20:05:29,1794.0,1.0,3.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-14 20:05:29,木,122
2025/8/14,20:05:29,1794.0,1.0,3.0,フード,チキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-14 20:05:29,木,122
2025/8/14,20:05:29,1794.0,1.0,3.0,テイクアウト,とうもろこし,300,1,2025-08-14 20:05:29,木,122
2025/8/14,20:22:36,4160.0,2.0,6.0,スイーツ,あんこカヌレ,580,1,2025-08-14 20:22:36,木,123
2025/8/14,20:22:36,4160.0,2.0,6.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-14 20:22:36,木,123
2025/8/14,20:22:36,4160.0,2.0,6.0,フード,魚プレート,1200,1,2025-08-14 20:22:36,木,123
2025/8/14,20:22:36,4160.0,2.0,6.0,フード,すき焼き（HEGE）,1500,1,2025-08-14 20:22:36,木,123
2025/8/14,20:22:36,4160.0,2.0,6.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-14 20:22:36,木,123
2025/8/14,20:22:36,4160.0,2.0,6.0,ドリンクセット,ドリンクセット(煎茶),150,1,2025-08-14 20:22:36,木,123
2025/8/15,11:31:37,2460.0,1.0,3.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-15 11:31:37,金,124
2025/8/15,11:31:37,2460.0,1.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-15 11:31:37,金,124
2025/8/15,11:31:37,2460.0,1.0,3.0,フード,魚プレート,1200,1,2025-08-15 11:31:37,金,124
2025/8/15,12:05:44,1350.0,1.0,2.0,フード,肉プレート,1200,1,2025-08-15 12:05:44,金,125
2025/8/15,12:05:44,1350.0,1.0,2.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-15 12:05:44,金,125
2025/8/15,12:27:03,1880.0,1.0,2.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-15 12:27:03,金,126
2025/8/15,12:27:03,1880.0,1.0,2.0,フード,肉プレート,1200,1,2025-08-15 12:27:03,金,126
2025/8/15,12:53:28,1160.0,1.0,2.0,ドリンク,コーヒー(HOT/ICE),580,1,2025-08-15 12:53:28,金,127
2025/8/15,12:53:28,1160.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-15 12:53:28,金,127
2025/8/15,13:18:06,880.0,1.0,1.0,テイクアウト,TO千休抹茶シェイク,880,1,2025-08-15 13:18:06,金,128
2025/8/15,13:23:44,2040.0,3.0,3.0,ドリンク,あんこカフェ・オレ,680,3,2025-08-15 13:23:44,金,129
2025/8/15,14:42:22,680.0,1.0,1.0,テイクアウト,TOあんこカフェ・オレ,680,1,2025-08-15 14:42:22,金,130
2025/8/15,14:37:24,2358.0,2.0,5.0,ドリンク,千休抹茶ラテ,680,1,2025-08-15 14:37:24,金,131
2025/8/15,14:37:24,2358.0,2.0,5.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-15 14:37:24,金,131
2025/8/15,14:37:24,2358.0,2.0,5.0,スイーツ,あんこカヌレ,580,2,2025-08-15 14:37:24,金,131
2025/8/15,14:37:24,2358.0,2.0,5.0,ドリンク,オーツミルク,100,1,2025-08-15 14:37:24,金,131
2025/8/15,14:59:53,1130.0,1.0,2.0,フード,だし巻きサンドイッチ,980,1,2025-08-15 14:59:53,金,132
2025/8/15,14:59:53,1130.0,1.0,2.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-15 14:59:53,金,132
2025/8/15,15:39:04,1160.0,1.0,2.0,ドリンク,コーヒー(HOT/ICE),580,1,2025-08-15 15:39:04,金,133
2025/8/15,15:39:04,1160.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-15 15:39:04,金,133
2025/8/15,16:26:56,580.0,1.0,1.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-15 16:26:56,金,134
2025/8/15,16:39:05,1360.0,1.0,2.0,テイクアウト,TOあんこカフェ・オレ,680,1,2025-08-15 16:39:05,金,135
2025/8/15,16:39:05,1360.0,1.0,2.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-15 16:39:05,金,135
2025/8/15,17:54:52,1360.0,1.0,2.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-15 17:54:52,金,136
2025/8/15,17:54:52,1360.0,1.0,2.0,ドリンク,千休抹茶ラテ,680,1,2025-08-15 17:54:52,金,136
2025/8/15,18:05:45,680.0,1.0,1.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-15 18:05:45,金,137
2025/8/15,18:26:57,1200.0,1.0,2.0,物販,地粉の薫 そうめん 200g,600,2,2025-08-15 18:26:57,金,138
2025/8/15,17:37:02,1260.0,1.0,2.0,ドリンク,コーヒー(HOT/ICE),580,1,2025-08-15 17:37:02,金,139
2025/8/15,17:37:02,1260.0,1.0,2.0,スイーツ,あんこわらび餅,680,1,2025-08-15 17:37:02,金,139
2025/8/15,17:37:02,1260.0,1.0,2.0,ドリンク,栄養紅茶(HOT/ICE),580,1,2025-08-15 17:37:02,金,139
2025/8/15,17:37:02,1260.0,1.0,2.0,スイーツ,あんこわらび餅,680,1,2025-08-15 17:37:02,金,139
2025/8/16,12:30:22,680.0,1.0,1.0,スイーツ,あんこわらび餅,680,1,2025-08-16 12:30:22,土,140
2025/8/16,12:36:44,1960.0,1.0,2.0,フード,だし巻きサンドイッチ,980,1,2025-08-16 12:36:44,土,141
2025/8/16,12:36:44,1960.0,1.0,2.0,フード,チキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-16 12:36:44,土,141
2025/8/16,12:04:30,3080.0,2.0,3.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-16 12:04:30,土,142
2025/8/16,12:04:30,3080.0,2.0,3.0,フード,肉プレート,1200,1,2025-08-16 12:04:30,土,142
2025/8/16,12:04:30,3080.0,2.0,3.0,フード,カレープレート,1200,1,2025-08-16 12:04:30,土,142
2025/8/16,12:21:25,1350.0,1.0,2.0,フード,魚プレート,1200,1,2025-08-16 12:21:25,土,143
2025/8/16,12:21:25,1350.0,1.0,2.0,ドリンクセット,ドリンクセット(グレープフルーツ),150,1,2025-08-16 12:21:25,土,143
2025/8/16,12:39:37,2480.0,2.0,4.0,フード,チキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-16 12:39:37,土,144
2025/8/16,12:39:37,2480.0,2.0,4.0,フード,魚プレート,1200,1,2025-08-16 12:39:37,土,144
2025/8/16,12:39:37,2480.0,2.0,4.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-16 12:39:37,土,144
2025/8/16,12:39:37,2480.0,2.0,4.0,ドリンクセット,ドリンクセット(煎茶),150,1,2025-08-16 12:39:37,土,144
2025/8/16,13:00:06,2180.0,1.0,2.0,ドリンク,千休抹茶ラテ,680,1,2025-08-16 13:00:06,土,145
2025/8/16,13:00:06,2180.0,1.0,2.0,フード,すき焼き（HEGE）,1500,1,2025-08-16 13:00:06,土,145
2025/8/16,13:00:06,1930.0,1.0,3.0,ドリンク,千休抹茶ラテ,680,1,2025-08-16 13:00:06,土,146
2025/8/16,13:00:06,1930.0,1.0,3.0,フード,魚プレート,1200,1,2025-08-16 13:00:06,土,146
2025/8/16,13:00:06,1930.0,1.0,3.0,ドリンク,アーモンドミルク,50,1,2025-08-16 13:00:06,土,146
2025/8/16,13:00:06,1130.0,1.0,2.0,フード,チキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-16 13:00:06,土,147
2025/8/16,13:00:06,1130.0,1.0,2.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-16 13:00:06,土,147
2025/8/16,13:00:06,1350.0,1.0,2.0,フード,魚プレート,1200,1,2025-08-16 13:00:06,土,148
2025/8/16,13:00:06,1350.0,1.0,2.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-16 13:00:06,土,148
2025/8/16,13:28:15,4718.0,2.0,7.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-16 13:28:15,土,149
2025/8/16,13:28:15,4718.0,2.0,7.0,ドリンク,千休抹茶ラテ,680,1,2025-08-16 13:28:15,土,149
2025/8/16,13:28:15,4718.0,2.0,7.0,スイーツ,あんこカヌレ,580,2,2025-08-16 13:28:15,土,149
2025/8/16,13:28:15,4718.0,2.0,7.0,フード,肉プレート,1200,1,2025-08-16 13:28:15,土,149
2025/8/16,13:28:15,4718.0,2.0,7.0,フード,魚プレート,1200,1,2025-08-16 13:28:15,土,149
2025/8/16,13:28:15,4718.0,2.0,7.0,ドリンク,アーモンドミルク,50,1,2025-08-16 13:28:15,土,149
2025/8/16,13:58:40,1990.0,2.0,4.0,ドリンク,コーヒー(HOT/ICE),580,1,2025-08-16 13:58:40,土,150
2025/8/16,13:58:40,1990.0,2.0,4.0,ドリンク,千休抹茶ラテ,680,1,2025-08-16 13:58:40,土,150
2025/8/16,13:58:40,1990.0,2.0,4.0,スイーツ,あんこわらび餅,680,1,2025-08-16 13:58:40,土,150
2025/8/16,13:58:40,1990.0,2.0,4.0,ドリンク,アーモンドミルク,50,1,2025-08-16 13:58:40,土,150
2025/8/16,14:48:44,580.0,1.0,1.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-16 14:48:44,土,151
2025/8/16,15:22:49,1260.0,1.0,2.0,テイクアウト,TOあんこカフェ・オレ,680,1,2025-08-16 15:22:49,土,152
2025/8/16,15:22:49,1260.0,1.0,2.0,テイクアウト,TOコーヒー,580,1,2025-08-16 15:22:49,土,152
2025/8/16,14:43:05,1360.0,1.0,3.0,ドリンク,千休抹茶ラテ,680,1,2025-08-16 14:43:05,土,153
2025/8/16,14:43:05,1360.0,1.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-16 14:43:05,土,153
2025/8/16,14:43:05,1360.0,1.0,3.0,ドリンク,オーツミルク,100,1,2025-08-16 14:43:05,土,153
2025/8/16,15:00:11,1260.0,2.0,2.0,ドリンク,栄養紅茶(HOT/ICE),580,1,2025-08-16 15:00:11,土,154
2025/8/16,15:00:11,1260.0,2.0,2.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-16 15:00:11,土,154
2025/8/16,14:59:41,1360.0,1.0,2.0,ドリンク,千休抹茶ラテ,680,1,2025-08-16 14:59:41,土,155
2025/8/16,14:59:41,1360.0,1.0,2.0,スイーツ,あんこわらび餅,680,1,2025-08-16 14:59:41,土,155
2025/8/16,14:59:41,1260.0,1.0,2.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-16 14:59:41,土,156
2025/8/16,14:59:41,1260.0,1.0,2.0,スイーツ,あんこカヌレ,580,1,2025-08-16 14:59:41,土,156
2025/8/16,15:38:49,792.0,1.0,1.0,ドリンク,千休抹茶シェイク,880,1,2025-08-16 15:38:49,土,157
2025/8/16,15:58:55,680.0,1.0,1.0,テイクアウト,TOあんこカフェ・オレ,680,1,2025-08-16 15:58:55,土,158
2025/8/16,15:59:34,680.0,1.0,1.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-16 15:59:34,土,159
2025/8/16,16:00:23,680.0,1.0,1.0,テイクアウト,TOあんこわらび餅,680,1,2025-08-16 16:00:23,土,160
2025/8/16,16:00:59,580.0,1.0,1.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-16 16:00:59,土,161
2025/8/16,15:34:03,1880.0,1.0,2.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-16 15:34:03,土,162
2025/8/16,15:34:03,1880.0,1.0,2.0,フード,魚プレート,1200,1,2025-08-16 15:34:03,土,162
2025/8/16,16:41:21,2620.0,2.0,4.0,ドリンク,千休抹茶ラテ,680,1,2025-08-16 16:41:21,土,163
2025/8/16,16:41:21,2620.0,2.0,4.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-16 16:41:21,土,163
2025/8/16,16:41:21,2620.0,2.0,4.0,スイーツ,あんこわらび餅,680,1,2025-08-16 16:41:21,土,163
2025/8/16,16:41:21,2620.0,2.0,4.0,スイーツ,あんこカヌレ,580,1,2025-08-16 16:41:21,土,163
2025/8/16,16:48:28,612.0,1.0,1.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-16 16:48:28,土,164
2025/8/16,16:48:28,680.0,1.0,1.0,ドリンク,千休抹茶ラテ,680,1,2025-08-16 16:48:28,土,165
2025/8/16,16:48:28,680.0,1.0,1.0,ドリンク,千休抹茶スカッシュ,680,1,2025-08-16 16:48:28,土,165
2025/8/16,18:33:28,1160.0,1.0,2.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-16 18:33:28,土,166
2025/8/17,11:51:57,2240.0,1.0,3.0,テイクアウト,TOあんこわらび餅,680,1,2025-08-17 11:51:57,日,167
2025/8/17,11:51:57,2240.0,1.0,3.0,テイクアウト,TOあんこカヌレ,580,1,2025-08-17 11:51:57,日,167
2025/8/17,11:51:57,2240.0,1.0,3.0,テイクアウト,TOだし巻きサンドイッチ,980,1,2025-08-17 11:51:57,日,167
2025/8/17,12:02:04,980.0,1.0,1.0,フード,チキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-17 12:02:04,日,168
2025/8/17,12:16:38,3520.0,1.0,4.0,ドリンク,千休抹茶ラテ,680,1,2025-08-17 12:16:38,日,169
2025/8/17,12:16:38,3520.0,1.0,4.0,ドリンク,千休抹茶シェイク,880,1,2025-08-17 12:16:38,日,169
2025/8/17,12:16:38,3520.0,1.0,4.0,フード,だし巻きサンドイッチ,980,1,2025-08-17 12:16:38,日,169
2025/8/17,12:16:38,3520.0,1.0,4.0,フード,チキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-17 12:16:38,日,169
2025/8/17,12:36:01,1560.0,1.0,2.0,ドリンク,カフェ・オレ,580,1,2025-08-17 12:36:01,日,170
2025/8/17,12:36:01,1560.0,1.0,2.0,フード,だし巻きサンドイッチ,980,1,2025-08-17 12:36:01,日,170
2025/8/17,12:52:45,6140.0,1.0,2.0,物販,宇治抹茶ラテ「あさゆう」※,1640,1,2025-08-17 12:52:45,日,171
2025/8/17,12:52:45,6140.0,1.0,2.0,物販,ヘアアクセにもなるラタンのブローチ,4500,1,2025-08-17 12:52:45,日,171
2025/8/17,13:34:17,1260.0,1.0,2.0,ドリンク,カフェ・オレ,580,1,2025-08-17 13:34:17,日,172
2025/8/17,13:34:17,1260.0,1.0,2.0,ドリンク,千休抹茶ラテ,680,1,2025-08-17 13:34:17,日,172
2025/8/17,13:07:22,3740.0,2.0,4.0,ドリンク,千休抹茶ラテ,680,1,2025-08-17 13:07:22,日,173
2025/8/17,13:07:22,3740.0,2.0,4.0,ドリンク,千休抹茶シェイク,880,1,2025-08-17 13:07:22,日,173
2025/8/17,13:07:22,3740.0,2.0,4.0,フード,チキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-17 13:07:22,日,173
2025/8/17,13:07:22,3740.0,2.0,4.0,フード,カレープレート,1200,1,2025-08-17 13:07:22,日,173
2025/8/17,13:54:31,3400.0,2.0,5.0,ドリンク,コーヒー(HOT/ICE),580,2,2025-08-17 13:54:31,日,174
2025/8/17,13:54:31,3400.0,2.0,5.0,スイーツ,あんこわらび餅,680,1,2025-08-17 13:54:31,日,174
2025/8/17,13:54:31,3400.0,2.0,5.0,スイーツ,あんこカヌレ,580,1,2025-08-17 13:54:31,日,174
2025/8/17,13:54:31,3400.0,2.0,5.0,フード,だし巻きサンドイッチ,980,1,2025-08-17 13:54:31,日,174
2025/8/17,14:06:31,-3400.0,1.0,5.0,ドリンク,コーヒー(HOT/ICE),-580,2,2025-08-17 14:06:31,日,175
2025/8/17,14:06:31,-3400.0,1.0,5.0,スイーツ,あんこわらび餅,-680,1,2025-08-17 14:06:31,日,175
2025/8/17,14:06:31,-3400.0,1.0,5.0,スイーツ,あんこカヌレ,-580,1,2025-08-17 14:06:31,日,175
2025/8/17,14:06:31,-3400.0,1.0,5.0,フード,だし巻きサンドイッチ,-980,1,2025-08-17 14:06:31,日,175
2025/8/17,14:07:58,2970.0,2.0,5.0,ドリンク,コーヒー(HOT/ICE),580,1,2025-08-17 14:07:58,日,176
2025/8/17,14:07:58,2970.0,2.0,5.0,スイーツ,あんこわらび餅,680,1,2025-08-17 14:07:58,日,176
2025/8/17,14:07:58,2970.0,2.0,5.0,スイーツ,あんこカヌレ,580,1,2025-08-17 14:07:58,日,176
2025/8/17,14:07:58,2970.0,2.0,5.0,フード,だし巻きサンドイッチ,980,1,2025-08-17 14:07:58,日,176
2025/8/17,14:07:58,2970.0,2.0,5.0,ドリンクセット,ドリンクセット(コーヒー),150,1,2025-08-17 14:07:58,日,176
2025/8/17,14:11:24,1640.0,1.0,1.0,物販,宇治抹茶ラテ「あさゆう」※,1640,1,2025-08-17 14:11:24,日,177
2025/8/17,15:25:01,2900.0,1.0,5.0,テイクアウト,TOあんこカヌレ,580,5,2025-08-17 15:25:01,日,178
2025/8/17,15:14:24,580.0,1.0,1.0,ドリンク,あらびき茶→深蒸し煎茶 ゆたかみどり(和香園),580,1,2025-08-17 15:14:24,日,179
2025/8/17,15:46:52,680.0,1.0,1.0,テイクアウト,TOあんこわらび餅,680,1,2025-08-17 15:46:52,日,180
2025/8/17,15:19:22,2262.0,2.0,4.0,フード,チキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-17 15:19:22,日,181
2025/8/17,15:19:22,2262.0,2.0,4.0,フード,魚プレート,1200,1,2025-08-17 15:19:22,日,181
2025/8/17,15:19:22,2262.0,2.0,4.0,ドリンクセット,ドリンクセット(煎茶),150,1,2025-08-17 15:19:22,日,181
2025/8/17,15:19:22,2262.0,2.0,4.0,ドリンクセット,ドリンクセット(グレープフルーツ),150,1,2025-08-17 15:19:22,日,181
2025/8/17,15:20:21,2920.0,2.0,4.0,ドリンク,あんこカフェ・オレ,680,1,2025-08-17 15:20:21,日,182
2025/8/17,15:20:21,2920.0,2.0,4.0,ドリンク,千休抹茶ラテ,680,1,2025-08-17 15:20:21,日,182
2025/8/17,15:20:21,2920.0,2.0,4.0,スイーツ,あんこカヌレ,580,1,2025-08-17 15:20:21,日,182
2025/8/17,15:20:21,2920.0,2.0,4.0,フード,チキンソテーと彩り野菜のサンドイッチ,980,1,2025-08-17 15:20:21,日,182
2025/8/17,14:58:54,3580.0,2.0,6.0,ドリンク,コーヒー(HOT/ICE),580,1,2025-08-17 14:58:54,日,183
2025/8/17,14:58:54,3580.0,2.0,6.0,ドリンク,カフェ・オレ,580,1,2025-08-17 14:58:54,日,183
2025/8/17,14:58:54,3580.0,2.0,6.0,ドリンク,あらびき茶→深蒸し煎茶 ゆたかみどり(和香園),580,1,2025-08-17 14:58:54,日,183
2025/8/17,14:58:54,3580.0,2.0,6.0,ドリンク,千休抹茶ラテ,680,1,2025-08-17 14:58:54,日,183
2025/8/17,14:58:54,3580.0,2.0,6.0,テイクアウト,TOあんこカヌレ,580,2,2025-08-17 14:58:54,日,183
2025/8/17,18:38:15,1410.0,1.0,3.0,テイクアウト,TO千休抹茶ラテ,680,1,2025-08-17 18:38:15,日,184
2025/8/17,18:38:15,1410.0,1.0,3.0,テイクアウト,TO千休抹茶スカッシュ,680,1,2025-08-17 18:38:15,日,184
2025/8/17,18:38:15,1410.0,1.0,3.0,テイクアウト,TOアーモンドミルク,50,1,2025-08-17 18:38:15,日,184
2025/8/17,17:55:53,2800.0,1.0,3.0,ドリンク,深蒸し煎茶 ゆたかみどり,580,1,2025-08-17 17:55:53,日,185
2025/8/17,17:55:53,2800.0,1.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-17 17:55:53,日,185
2025/8/17,17:55:53,2800.0,1.0,3.0,物販,宇治抹茶ラテ「あさゆう」※,1640,1,2025-08-17 17:55:53,日,185
2025/8/17,17:55:53,2050.0,1.0,3.0,ドリンク,栄養紅茶(HOT/ICE),580,1,2025-08-17 17:55:53,日,186
2025/8/17,17:55:53,2050.0,1.0,3.0,スイーツ,あんこカヌレ,580,1,2025-08-17 17:55:53,日,186
2025/8/17,17:55:53,2050.0,1.0,3.0,物販,ローストアーモンドシュガーソルト 50g,890,1,2025-08-17 17:55:53,日,186
2025/8/17,17:55:53,2800.0,1.0,3.0,ドリンク,栄養紅茶(HOT/ICE),580,1,2025-08-17 17:55:53,日,185
