2025/10/19 10:36 時点

[補足情報]
1. 伝票金額は、加算・値引をした結果の金額です。

項目名横の記号について(下記参照)
 H.  -->>  伝票ヘッダ情報 
 C.  -->>  お客様情報
 D.  -->>  伝票明細情報

"H.伝票番号","H.集計対象営業年月日","H.伝票処理日","H.曜日","H.客数（合計）","H.伝票金額","H.総商品数","D.商品カテゴリ1","D.商品","D.価格","D.数量"
"No:202500100003897","2025/10/03","2025/10/03 13:06:42","金","2","15470","4","ドリンク","00000003756:内臓美人ハイ","770","1"
"No:202500100003897","2025/10/03","2025/10/03 13:06:42","金","2","15470","4","コース","00000003093:ランチ麻布しきコース","7000","1"
"No:202500100003897","2025/10/03","2025/10/03 13:06:42","金","2","15470","4","コース","00000003093:ランチ麻布しきコース","7000","1"
"No:202500100003898","2025/10/03","2025/10/03 12:33:21","金","1","4400","1","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100003899","2025/10/03","2025/10/03 12:59:12","金","3","3400","3","フード","00000001104:とり天定食","1100","1"
"No:202500100003899","2025/10/03","2025/10/03 12:59:12","金","3","3400","3","フード","00000001101:しょうが焼き定食","1200","1"
"No:202500100003899","2025/10/03","2025/10/03 12:59:12","金","3","3400","3","フード","00000001104:とり天定食","1100","1"
"No:202500100003900","2025/10/03","2025/10/03 12:48:08","金","1","1100","1","フード","00000001104:とり天定食","1100","1"
"No:202500100003901","2025/10/03","2025/10/03 13:18:22","金","3","13860","6","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100003901","2025/10/03","2025/10/03 13:18:22","金","3","13860","6","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100003901","2025/10/03","2025/10/03 13:18:22","金","3","13860","6","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100003901","2025/10/03","2025/10/03 13:18:22","金","3","13860","6","フード","00000003544:ランチ肝吸いへ変更","220","1"
"No:202500100003901","2025/10/03","2025/10/03 13:18:22","金","3","13860","6","フード","00000003544:ランチ肝吸いへ変更","220","1"
"No:202500100003901","2025/10/03","2025/10/03 13:18:22","金","3","13860","6","フード","00000003544:ランチ肝吸いへ変更","220","1"
"No:202500100003902","2025/10/03","2025/10/03 13:24:49","金","7","7000","7","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:24:49","金","7","7000","7","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:24:49","金","7","7000","7","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:24:49","金","7","7000","7","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:24:49","金","7","7000","7","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:24:49","金","7","7000","7","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:24:49","金","7","7000","7","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:03:18","金","7","1000","1","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:23:22","金","7","2000","2","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:23:22","金","7","2000","2","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:23:54","金","7","1000","1","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:24:11","金","7","1000","1","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:24:32","金","7","1000","1","フード","00000001104:とり天定食","1100","1"
"No:202500100003902","2025/10/03","2025/10/03 13:24:49","金","7","1000","1","フード","00000001104:とり天定食","1100","1"
"No:202500100003903","2025/10/03","2025/10/03 13:11:36","金","1","1800","1","フード","00000001103:カキフライ定食","1800","1"
"No:202500100003904","2025/10/03","2025/10/03 13:57:53","金","3","14400","3","フード","00000003284:ランチ松セット","4800","1"
"No:202500100003904","2025/10/03","2025/10/03 13:57:53","金","3","14400","3","フード","00000003284:ランチ松セット","4800","1"
"No:202500100003904","2025/10/03","2025/10/03 13:57:53","金","3","14400","3","フード","00000003284:ランチ松セット","4800","1"
"No:202500100003905","2025/10/03","2025/10/03 14:32:03","金","2","19050","3","コース","00000002619:鰻満喫コース","9600","1"
"No:202500100003905","2025/10/03","2025/10/03 14:32:03","金","2","19050","3","コース","00000002619:鰻満喫コース","9600","1"
"No:202500100003905","2025/10/03","2025/10/03 14:32:03","金","2","19050","3","ドリンク","00000001204:コーン茶","0","0"
"No:202500100003905","2025/10/03","2025/10/03 14:32:03","金","2","19050","3","ドリンク","00000001164:ジャスミン茶","550","1"
"No:202500100003906","2025/10/03","2025/10/03 13:49:22","金","1","1600","1","ランチ","00000002463:海鮮丼","1600","1"
"No:202500100003907","2025/10/03","2025/10/03 13:44:39","金","1","1500","1","フード","00000003767:穴子天丼定食","1500","1"
"No:202500100003908","2025/10/03","2025/10/03 14:13:33","金","0","1320","1","ロケットナウ","00000003802:ロケット唐揚げ弁当","1320","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","コース","00000000186:麻布しきコース","8800","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","コース","00000000186:麻布しきコース","8800","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","コース","00000000186:麻布しきコース","8800","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","コース","00000000186:麻布しきコース","8800","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","コース","00000000186:麻布しきコース","8800","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","ドリンク","00000001158:ニュートンシャルドネ","7000","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","ドリンク","00000000035:しき焼酎（芋）グラス","660","1"
"No:202500100003909","2025/10/03","2025/10/03 20:10:37","金","5","57710","15","ドリンク","00000000035:しき焼酎（芋）グラス","660","1"
"No:202500100003910","2025/10/03","2025/10/03 19:45:41","金","1","2420","2","フード","00000003801:土瓶蒸し","1320","1"
"No:202500100003910","2025/10/03","2025/10/03 19:45:41","金","1","2420","2","フード","00000000163:穴子天ぷら","1100","1"
"No:202500100003910","2025/10/03","2025/10/03 19:45:41","金","1","2420","2","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","0","0"
"No:202500100003910","2025/10/03","2025/10/03 19:45:41","金","1","2420","2","ドリンク","00000003656:伯楽星　90ml","0","0"
"No:202500100003910","2025/10/03","2025/10/03 19:45:41","金","1","2420","2","ドリンク","00000003793:久保田","0","0"
"No:202500100003911","2025/10/03","2025/10/03 21:32:54","金","0","14200","2","テイクアウト","00000003171:menuうな重松","7700","1"
"No:202500100003911","2025/10/03","2025/10/03 21:32:54","金","0","14200","2","テイクアウト","00000003172:menuうな重竹","6500","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000003484:お通し","660","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000003484:お通し","660","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","0","0"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","0","0"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000000832:鰻ざく","1200","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000000054:肝わさ","1100","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000001072:お刺身盛合せ","1320","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000002645:海鮮パクチー春巻2本","800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000015:六ソーダ","800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000001162:ボトルセット","660","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","1070","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","1070","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000003801:土瓶蒸し","1320","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000003582:鰻ヒレ唐揚げ","660","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000015:六ソーダ","800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000015:六ソーダ","800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000015:六ソーダ","800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000003800:甘露煮","660","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000002558:肝焼き","600","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000002558:肝焼き","600","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000002555:うな重 梅","4200","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","フード","00000002554:うな重 竹","5800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000015:六ソーダ","800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000199:スタッフドリンク","800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000199:スタッフドリンク","800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000199:スタッフドリンク","800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000015:六ソーダ","800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000199:スタッフドリンク","800","1"
"No:202500100003912","2025/10/03","2025/10/03 21:31:54","金","2","31180","27","ドリンク","00000000199:スタッフドリンク","800","1"
"No:202500100003913","2025/10/03","2025/10/03 21:33:07","金","0","21300","7","テイクアウト","00000003151:woltうな重梅","4400","1"
"No:202500100003913","2025/10/03","2025/10/03 21:33:07","金","0","21300","7","テイクアウト","00000003151:woltうな重梅","4400","1"
"No:202500100003913","2025/10/03","2025/10/03 21:33:07","金","0","21300","7","テイクアウト","00000001918:wolt白焼き","7200","1"
"No:202500100003913","2025/10/03","2025/10/03 21:33:07","金","0","21300","7","テイクアウト","00000001919:wolt肝焼き","750","1"
"No:202500100003913","2025/10/03","2025/10/03 21:33:07","金","0","21300","7","テイクアウト","00000001919:wolt肝焼き","750","1"
"No:202500100003913","2025/10/03","2025/10/03 21:33:07","金","0","21300","7","テイクアウト","00000001927:wolt大和芋のとろろサラダ","1900","1"
"No:202500100003913","2025/10/03","2025/10/03 21:33:07","金","0","21300","7","テイクアウト","00000001927:wolt大和芋のとろろサラダ","1900","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000000192:タコの唐揚げ","1100","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000000135:お新香盛","770","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000000144:ライス","220","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000000144:ライス","220","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000003209:フライドポテト","440","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000002647:とり天4カン","880","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000003484:お通し","660","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","ドリンク","00000000047:コーラ","550","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","ドリンク","00000000048:オレンジジュース","550","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000000071:大和芋の磯辺揚","1100","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","ドリンク","00000001165:ジンジャーエール","550","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000000062:大和芋のとろろサラダ","1500","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000002554:うな重 竹","5800","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000000192:タコの唐揚げ","1100","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000000069:若鳥のうまから揚げ","1100","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","ドリンク","00000003245:角ハイボール","700","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000003330:カニクリームコロッケ","770","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000000083:マグロ納豆","1100","1"
"No:202500100003914","2025/10/03","2025/10/03 20:28:17","金","4","20540","20","フード","00000003484:お通し","660","1"
"No:202500100003915","2025/10/03","2025/10/03 21:33:16","金","0","6500","2","テイクアウト","00000002625:uberうな重竹","6500","1"
"No:202500100003915","2025/10/03","2025/10/03 21:33:16","金","0","6500","2","ウーバーイーツ","00000001426:uber骨せんべいプロモーション","0","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","コース","00000003093:ランチ麻布しきコース","5600","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","コース","00000003093:ランチ麻布しきコース","5600","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","コース","00000003093:ランチ麻布しきコース","5600","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","コース","00000003093:ランチ麻布しきコース","5600","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","コース","00000003093:ランチ麻布しきコース","5600","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","コース","00000003093:ランチ麻布しきコース","5600","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","ドリンク","00000000010:ﾌﾟﾚﾐｱﾑﾓﾙﾂ 小ｸﾞﾗｽ","500","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","ドリンク","00000000014:オールフリー","600","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003916","2025/10/04","2025/10/04 14:53:39","土","6","38550","13","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003917","2025/10/04","2025/10/04 12:13:12","土","3","4200","3","フード","00000003767:穴子天丼定食","1500","1"
"No:202500100003917","2025/10/04","2025/10/04 12:13:12","土","3","4200","3","フード","00000003767:穴子天丼定食","1500","1"
"No:202500100003917","2025/10/04","2025/10/04 12:13:12","土","3","4200","3","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100003918","2025/10/04","2025/10/04 12:20:37","土","2","6600","2","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100003918","2025/10/04","2025/10/04 12:20:37","土","2","6600","2","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100003919","2025/10/04","2025/10/04 12:31:57","土","2","2400","2","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100003919","2025/10/04","2025/10/04 12:31:57","土","2","2400","2","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100003920","2025/10/04","2025/10/04 12:27:46","土","3","6690","6","フード","00000003767:穴子天丼定食","1500","1"
"No:202500100003920","2025/10/04","2025/10/04 12:27:46","土","3","6690","6","フード","00000003767:穴子天丼定食","1500","1"
"No:202500100003920","2025/10/04","2025/10/04 12:27:46","土","3","6690","6","ランチ","00000002463:海鮮丼","1600","1"
"No:202500100003920","2025/10/04","2025/10/04 12:27:46","土","3","6690","6","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003920","2025/10/04","2025/10/04 12:27:46","土","3","6690","6","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003920","2025/10/04","2025/10/04 12:27:46","土","3","6690","6","ドリンク","00000001165:ジンジャーエール","550","1"
"No:202500100003921","2025/10/04","2025/10/04 12:36:15","土","4","16220","10","ドリンク","00000000014:オールフリー","600","1"
"No:202500100003921","2025/10/04","2025/10/04 12:36:15","土","4","16220","10","ドリンク","00000003674:雲海","660","1"
"No:202500100003921","2025/10/04","2025/10/04 12:36:15","土","4","16220","10","フード","00000001104:とり天定食","1100","1"
"No:202500100003921","2025/10/04","2025/10/04 12:36:15","土","4","16220","10","フード","00000001104:とり天定食","1100","1"
"No:202500100003921","2025/10/04","2025/10/04 12:36:15","土","4","16220","10","フード","00000001102:お刺身定食","1800","1"
"No:202500100003921","2025/10/04","2025/10/04 12:36:15","土","4","16220","10","ランチ","00000002486:ランチ肝焼き","550","1"
"No:202500100003921","2025/10/04","2025/10/04 12:36:15","土","4","16220","10","ランチ","00000002486:ランチ肝焼き","550","1"
"No:202500100003921","2025/10/04","2025/10/04 12:36:15","土","4","16220","10","ランチ","00000002489:ランチ白焼","4800","1"
"No:202500100003921","2025/10/04","2025/10/04 12:36:15","土","4","16220","10","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100003921","2025/10/04","2025/10/04 12:36:15","土","4","16220","10","ドリンク","00000003674:雲海","660","1"
"No:202500100003922","2025/10/04","2025/10/04 12:50:08","土","3","4500","3","フード","00000001735:とんかつ定食","1800","1"
"No:202500100003922","2025/10/04","2025/10/04 12:50:08","土","3","4500","3","フード","00000003767:穴子天丼定食","1500","1"
"No:202500100003922","2025/10/04","2025/10/04 12:50:08","土","3","4500","3","フード","00000001101:しょうが焼き定食","1200","1"
"No:202500100003923","2025/10/04","2025/10/04 12:42:49","土","2","3370","3","フード","00000001104:とり天定食","1100","1"
"No:202500100003923","2025/10/04","2025/10/04 12:42:49","土","2","3370","3","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003923","2025/10/04","2025/10/04 12:42:49","土","2","3370","3","フード","00000003767:穴子天丼定食","1500","1"
"No:202500100003924","2025/10/04","2025/10/04 12:53:02","土","2","6050","4","フード","00000003767:穴子天丼定食","1500","1"
"No:202500100003924","2025/10/04","2025/10/04 12:53:02","土","2","6050","4","フード","00000003767:穴子天丼定食","1500","1"
"No:202500100003924","2025/10/04","2025/10/04 12:53:02","土","2","6050","4","ランチ","00000002488:ランチ蒲焼ハーフ","2500","1"
"No:202500100003924","2025/10/04","2025/10/04 12:53:02","土","2","6050","4","ランチ","00000002486:ランチ肝焼き","550","1"
"No:202500100003925","2025/10/04","2025/10/04 13:18:11","土","1","1650","3","フード","00000001068:新秋刀魚刺し","1100","1"
"No:202500100003925","2025/10/04","2025/10/04 13:18:11","土","1","1650","3","フード","00000000144:ライス","220","1"
"No:202500100003925","2025/10/04","2025/10/04 13:18:11","土","1","1650","3","フード","00000000145:味噌汁","330","1"
"No:202500100003926","2025/10/04","2025/10/04 13:01:02","土","1","1800","1","フード","00000001735:とんかつ定食","1800","1"
"No:202500100003927","2025/10/04","2025/10/04 13:22:25","土","2","7700","4","ランチ","00000002486:ランチ肝焼き","550","1"
"No:202500100003927","2025/10/04","2025/10/04 13:22:25","土","2","7700","4","ランチ","00000002486:ランチ肝焼き","550","1"
"No:202500100003927","2025/10/04","2025/10/04 13:22:25","土","2","7700","4","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100003927","2025/10/04","2025/10/04 13:22:25","土","2","7700","4","ランチ","00000002567:うな重 梅 定食","3300","1"
"No:202500100003928","2025/10/04","2025/10/04 13:53:57","土","2","11900","4","ランチ","00000002565:うな重 松 定食","5500","1"
"No:202500100003928","2025/10/04","2025/10/04 13:53:57","土","2","11900","4","ランチ","00000002566:うな重 竹 定食","4400","1"
"No:202500100003928","2025/10/04","2025/10/04 13:53:57","土","2","11900","4","フード","00000000062:大和芋のとろろサラダ","1500","1"
"No:202500100003928","2025/10/04","2025/10/04 13:53:57","土","2","11900","4","ドリンク","00000000010:ﾌﾟﾚﾐｱﾑﾓﾙﾂ 小ｸﾞﾗｽ","500","1"
"No:202500100003929","2025/10/04","2025/10/04 14:10:58","土","3","3300","3","フード","00000001104:とり天定食","1100","1"
"No:202500100003929","2025/10/04","2025/10/04 14:10:58","土","3","3300","3","フード","00000001104:とり天定食","1100","1"
"No:202500100003929","2025/10/04","2025/10/04 14:10:58","土","3","3300","3","フード","00000001104:とり天定食","1100","1"
"No:202500100003930","2025/10/04","2025/10/04 13:56:57","土","2","2300","2","ランチ","00000002484:豚しゃぶ定食","1200","1"
"No:202500100003930","2025/10/04","2025/10/04 13:56:57","土","2","2300","2","フード","00000001104:とり天定食","1100","1"
"No:202500100003931","2025/10/04","2025/10/04 13:41:43","土","1","1100","1","フード","00000001104:とり天定食","1100","1"
"No:202500100003932","2025/10/04","2025/10/04 14:23:56","土","2","13310","5","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003932","2025/10/04","2025/10/04 14:23:56","土","2","13310","5","ドリンク","00000000009:ﾌﾟﾚﾐｱﾑﾓﾙﾂ ﾀﾝﾌﾞﾗｰ","770","1"
"No:202500100003932","2025/10/04","2025/10/04 14:23:56","土","2","13310","5","ランチ","00000002565:うな重 松 定食","5500","1"
"No:202500100003932","2025/10/04","2025/10/04 14:23:56","土","2","13310","5","ランチ","00000002565:うな重 松 定食","5500","1"
"No:202500100003932","2025/10/04","2025/10/04 14:23:56","土","2","13310","5","ドリンク","00000003756:内臓美人ハイ","770","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","ドリンク","00000003230:自家製レモンサワー","900","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","ドリンク","00000003756:内臓美人ハイ","770","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","フード","00000003771:サガリ焼き","1500","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","フード","00000002204:新秋刀魚焼き","1100","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","フード","00000000062:大和芋のとろろサラダ","1500","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","ランチ","00000002486:ランチ肝焼き","550","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","ランチ","00000002486:ランチ肝焼き","550","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","ドリンク","00000000112:酔鯨","1320","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","フード","00000003792:ヌカ漬け","660","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","フード","00000001103:カキフライ定食","1800","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","フード","00000001103:カキフライ定食","1800","1"
"No:202500100003933","2025/10/04","2025/10/04 14:50:58","土","2","12450","11","ドリンク","00000003756:内臓美人ハイ","0","0"
"No:202500100003934","2025/10/04","2025/10/04 14:18:09","土","2","3000","2","ランチ","00000002484:豚しゃぶ定食","1200","1"
"No:202500100003934","2025/10/04","2025/10/04 14:18:09","土","2","3000","2","フード","00000001103:カキフライ定食","1800","1"
"No:202500100003935","2025/10/04","2025/10/04 14:12:11","土","1","1200","1","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100003936","2025/10/04","2025/10/04 14:19:00","土","1","1530","2","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100003936","2025/10/04","2025/10/04 14:19:00","土","1","1530","2","フード","00000000072:自家製冷奴","330","1"
"No:202500100003937","2025/10/04","2025/10/04 14:31:00","土","1","1200","1","ランチ","00000003135:チキン南蛮定食","1200","1"
"No:202500100003938","2025/10/04","2025/10/04 15:05:57","土","0","4400","1","テイクアウト","00000002626:uberうな重梅","4400","1"
"No:202500100003939","2025/10/05","2025/10/05 11:52:48","日","2","3400","2","フード","00000001102:お刺身定食","1800","1"
